


A.  .plot_3.curve_1.TIME (sec)
B.  .plot_3.curve_1.y_data (newton)
C.  .plot_3.curve_2.y_data (newton)

       A               B               C         
 5.150000E+00   -1.338231E+01   -1.338231E+01   
 5.160000E+00   -2.170554E+01   -2.170554E+01   
 5.170000E+00   -2.445587E+01   -2.445587E+01   
 5.180000E+00   -2.124701E+01   -2.124701E+01   
 5.190000E+00   -1.252965E+01   -1.252965E+01   
 5.200000E+00    4.718977E-01    4.718977E-01   
 5.210000E+00    1.593159E+01    1.593159E+01   
 5.220000E+00    3.167817E+01    3.167817E+01   
 5.230000E+00    4.550007E+01    4.550007E+01   
 5.240000E+00    5.545605E+01    5.545605E+01   
 5.250000E+00    6.014782E+01    6.014782E+01   
 5.260000E+00    5.891643E+01    5.891643E+01   
 5.270000E+00    5.193484E+01    5.193484E+01   
 5.280000E+00    4.018358E+01    4.018358E+01   
 5.290000E+00    2.531308E+01    2.531308E+01   
 5.300000E+00    9.411863E+00    9.411863E+00   
 5.310000E+00   -5.286794E+00   -5.286794E+00   
 5.320000E+00   -1.671851E+01   -1.671851E+01   
 5.330000E+00   -2.327773E+01   -2.327773E+01   
 5.340000E+00   -2.404324E+01   -2.404324E+01   
 5.350000E+00   -1.890751E+01   -1.890751E+01   
 5.360000E+00   -8.591858E+00   -8.591858E+00   
 5.370000E+00    5.454925E+00    5.454925E+00   
 5.380000E+00    2.126001E+01    2.126001E+01   
 5.390000E+00    3.660361E+01    3.660361E+01   
 5.400000E+00    4.933078E+01    4.933078E+01   
 5.410000E+00    5.765401E+01    5.765401E+01   
 5.420000E+00    6.040433E+01    6.040433E+01   
 5.430000E+00    5.719548E+01    5.719548E+01   
 5.440000E+00    4.847811E+01    4.847811E+01   
 5.450000E+00    3.547657E+01    3.547657E+01   
 5.460000E+00    2.001688E+01    2.001688E+01   
 5.470000E+00    4.270299E+00    4.270299E+00   
 5.480000E+00   -9.551601E+00   -9.551601E+00   
 5.490000E+00   -1.950758E+01   -1.950758E+01   
 5.500000E+00   -2.419935E+01   -2.419935E+01   
 5.510000E+00   -2.296796E+01   -2.296796E+01   
 5.520000E+00   -1.598637E+01   -1.598637E+01   
 5.530000E+00   -4.235107E+00   -4.235107E+00   
 5.540000E+00    1.063539E+01    1.063539E+01   
 5.550000E+00    2.653661E+01    2.653661E+01   
 5.560000E+00    4.123526E+01    4.123526E+01   
 5.570000E+00    5.266698E+01    5.266698E+01   
 5.580000E+00    5.922620E+01    5.922620E+01   
 5.590000E+00    5.999170E+01    5.999170E+01   
 5.600000E+00    5.485598E+01    5.485598E+01   
 5.610000E+00    4.454033E+01    4.454033E+01   
 5.620000E+00    3.049354E+01    3.049354E+01   
 5.630000E+00    1.468846E+01    1.468846E+01   
 5.640000E+00   -6.551455E-01   -6.551455E-01   
 5.650000E+00   -1.338231E+01   -1.338231E+01   
 5.660000E+00   -2.170554E+01   -2.170554E+01   
 5.670000E+00   -2.445587E+01   -2.445587E+01   
 5.680000E+00   -2.124701E+01   -2.124701E+01   
 5.690000E+00   -1.252965E+01   -1.252965E+01   
 5.700000E+00    4.718979E-01    4.718979E-01   
 5.710000E+00    1.593159E+01    1.593159E+01   
 5.720000E+00    3.167817E+01    3.167817E+01   
 5.730000E+00    4.550007E+01    4.550007E+01   
 5.740000E+00    5.545605E+01    5.545605E+01   
 5.750000E+00    6.014782E+01    6.014782E+01   
 5.760000E+00    5.891643E+01    5.891643E+01   
 5.770000E+00    5.193484E+01    5.193484E+01   
 5.780000E+00    4.018358E+01    4.018358E+01   
 5.790000E+00    2.531308E+01    2.531308E+01   
 5.800000E+00    9.411863E+00    9.411863E+00   
 5.810000E+00   -5.286793E+00   -5.286793E+00   
 5.820000E+00   -1.671851E+01   -1.671851E+01   
 5.830000E+00   -2.327773E+01   -2.327773E+01   
 5.840000E+00   -2.404323E+01   -2.404323E+01   
 5.850000E+00   -1.890751E+01   -1.890751E+01   
 5.860000E+00   -8.591858E+00   -8.591858E+00   
 5.870000E+00    5.454925E+00    5.454925E+00   
 5.880000E+00    2.126001E+01    2.126001E+01   
 5.890000E+00    3.660361E+01    3.660361E+01   
 5.900000E+00    4.933078E+01    4.933078E+01   
 5.910000E+00    5.765401E+01    5.765401E+01   
 5.920000E+00    6.040433E+01    6.040433E+01   
 5.930000E+00    5.719548E+01    5.719548E+01   
 5.940000E+00    4.847811E+01    4.847811E+01   
 5.950000E+00    3.547657E+01    3.547657E+01   
 5.960000E+00    2.001688E+01    2.001688E+01   
 5.970000E+00    4.270299E+00    4.270299E+00   
 5.980000E+00   -9.551601E+00   -9.551601E+00   
 5.990000E+00   -1.950758E+01   -1.950758E+01   
 6.000000E+00   -2.419935E+01   -2.419935E+01   
 6.010000E+00   -2.296796E+01   -2.296796E+01   
 6.020000E+00   -1.598637E+01   -1.598637E+01   
 6.030000E+00   -4.235107E+00   -4.235107E+00   
 6.040000E+00    1.063539E+01    1.063539E+01   
 6.050000E+00    2.653661E+01    2.653661E+01   
 6.060000E+00    4.123526E+01    4.123526E+01   
 6.070000E+00    5.266698E+01    5.266698E+01   
 6.080000E+00    5.922620E+01    5.922620E+01   
 6.090000E+00    5.999170E+01    5.999170E+01   
 6.100000E+00    5.485598E+01    5.485598E+01   
 6.110000E+00    4.454033E+01    4.454033E+01   
 6.120000E+00    3.049354E+01    3.049354E+01   
 6.130000E+00    1.468846E+01    1.468846E+01   
 6.140000E+00   -6.551453E-01   -6.551453E-01   
 6.150000E+00   -1.338231E+01   -1.338231E+01   
 6.160000E+00   -2.170554E+01   -2.170554E+01   
 6.170000E+00   -2.445587E+01   -2.445587E+01   
 6.180000E+00   -2.124701E+01   -2.124701E+01   
 6.190000E+00   -1.252964E+01   -1.252964E+01   
 6.200000E+00    4.718981E-01    4.718981E-01   
 6.210000E+00    1.593159E+01    1.593159E+01   
 6.220000E+00    3.167817E+01    3.167817E+01   
 6.230000E+00    4.550007E+01    4.550007E+01   
 6.240000E+00    5.545605E+01    5.545605E+01   
 6.250000E+00    6.014782E+01    6.014782E+01   
 6.260000E+00    5.891643E+01    5.891643E+01   
 6.270000E+00    5.193484E+01    5.193484E+01   
 6.280000E+00    4.018358E+01    4.018358E+01   
 6.290000E+00    2.531308E+01    2.531308E+01   
 6.300000E+00    9.411863E+00    9.411863E+00   
 6.310000E+00   -5.286793E+00   -5.286793E+00   
 6.320000E+00   -1.671851E+01   -1.671851E+01   
 6.330000E+00   -2.327773E+01   -2.327773E+01   
 6.340000E+00   -2.404323E+01   -2.404323E+01   
 6.350000E+00   -1.890751E+01   -1.890751E+01   
 6.360000E+00   -8.591858E+00   -8.591858E+00   
 6.370000E+00    5.454926E+00    5.454926E+00   
 6.380000E+00    2.126001E+01    2.126001E+01   
 6.390000E+00    3.660361E+01    3.660361E+01   
 6.400000E+00    4.933078E+01    4.933078E+01   
 6.410000E+00    5.765401E+01    5.765401E+01   
 6.420000E+00    6.040433E+01    6.040433E+01   
 6.430000E+00    5.719548E+01    5.719548E+01   
 6.440000E+00    4.847811E+01    4.847811E+01   
 6.450000E+00    3.547657E+01    3.547657E+01   
 6.460000E+00    2.001688E+01    2.001688E+01   
 6.470000E+00    4.270299E+00    4.270299E+00   
 6.480000E+00   -9.551601E+00   -9.551601E+00   
 6.490000E+00   -1.950758E+01   -1.950758E+01   
 6.500000E+00   -2.419935E+01   -2.419935E+01   
 6.510000E+00   -2.296796E+01   -2.296796E+01   
 6.520000E+00   -1.598637E+01   -1.598637E+01   
 6.530000E+00   -4.235107E+00   -4.235107E+00   
 6.540000E+00    1.063539E+01    1.063539E+01   
 6.550000E+00    2.653661E+01    2.653661E+01   
 6.560000E+00    4.123526E+01    4.123526E+01   
 6.570000E+00    5.266698E+01    5.266698E+01   
 6.580000E+00    5.922620E+01    5.922620E+01   
 6.590000E+00    5.999170E+01    5.999170E+01   
 6.600000E+00    5.485598E+01    5.485598E+01   
 6.610000E+00    4.454033E+01    4.454033E+01   
 6.620000E+00    3.049354E+01    3.049354E+01   
 6.630000E+00    1.468846E+01    1.468846E+01   
 6.640000E+00   -6.551452E-01   -6.551452E-01   
 6.650000E+00   -1.338231E+01   -1.338231E+01   
 6.660000E+00   -2.170554E+01   -2.170554E+01   
 6.670000E+00   -2.445587E+01   -2.445587E+01   
 6.680000E+00   -2.124701E+01   -2.124701E+01   
 6.690000E+00   -1.252964E+01   -1.252964E+01   
 6.700000E+00    4.718982E-01    4.718982E-01   
 6.710000E+00    1.593159E+01    1.593159E+01   
 6.720000E+00    3.167817E+01    3.167817E+01   
 6.730000E+00    4.550007E+01    4.550007E+01   
 6.740000E+00    5.545605E+01    5.545605E+01   
 6.750000E+00    6.014782E+01    6.014782E+01   
 6.760000E+00    5.891643E+01    5.891643E+01   
 6.770000E+00    5.193484E+01    5.193484E+01   
 6.780000E+00    4.018358E+01    4.018358E+01   
 6.790000E+00    2.531308E+01    2.531308E+01   
 6.800000E+00    9.411863E+00    9.411863E+00   
 6.810000E+00   -5.286793E+00   -5.286793E+00   
 6.820000E+00   -1.671851E+01   -1.671851E+01   
 6.830000E+00   -2.327773E+01   -2.327773E+01   
 6.840000E+00   -2.404323E+01   -2.404323E+01   
 6.850000E+00   -1.890751E+01   -1.890751E+01   
 6.860000E+00   -8.591857E+00   -8.591857E+00   
 6.870000E+00    5.454926E+00    5.454926E+00   
 6.880000E+00    2.126001E+01    2.126001E+01   
 6.890000E+00    3.660361E+01    3.660361E+01   
 6.900000E+00    4.933078E+01    4.933078E+01   
 6.910000E+00    5.765401E+01    5.765401E+01   
 6.920000E+00    6.040433E+01    6.040433E+01   
 6.930000E+00    5.719548E+01    5.719548E+01   
 6.940000E+00    4.847811E+01    4.847811E+01   
 6.950000E+00    3.547657E+01    3.547657E+01   
 6.960000E+00    2.001688E+01    2.001688E+01   
 6.970000E+00    4.270299E+00    4.270299E+00   
 6.980000E+00   -9.551601E+00   -9.551601E+00   
 6.990000E+00   -1.950758E+01   -1.950758E+01   
 7.000000E+00   -2.419935E+01   -2.419935E+01   
 7.010000E+00   -2.296796E+01   -2.296796E+01   
 7.020000E+00   -1.598637E+01   -1.598637E+01   
 7.030000E+00   -4.235107E+00   -4.235107E+00   
 7.040000E+00    1.063539E+01    1.063539E+01   
 7.050000E+00    2.653661E+01    2.653661E+01   
 7.060000E+00    4.123526E+01    4.123526E+01   
 7.070000E+00    5.266698E+01    5.266698E+01   
 7.080000E+00    5.922620E+01    5.922620E+01   
 7.090000E+00    5.999170E+01    5.999170E+01   
 7.100000E+00    5.485598E+01    5.485598E+01   
 7.110000E+00    4.454033E+01    4.454033E+01   
 7.120000E+00    3.049354E+01    3.049354E+01   
 7.130000E+00    1.468846E+01    1.468846E+01   
 7.140000E+00   -6.551451E-01   -6.551451E-01   
 7.150000E+00   -1.338231E+01   -1.338231E+01   
 7.160000E+00   -2.170554E+01   -2.170554E+01   
 7.170000E+00   -2.445587E+01   -2.445587E+01   
 7.180000E+00   -2.124701E+01   -2.124701E+01   
 7.190000E+00   -1.252964E+01   -1.252964E+01   
 7.200000E+00    4.718983E-01    4.718983E-01   
 7.210000E+00    1.593159E+01    1.593159E+01   
 7.220000E+00    3.167817E+01    3.167817E+01   
 7.230000E+00    4.550007E+01    4.550007E+01   
 7.240000E+00    5.545605E+01    5.545605E+01   
 7.250000E+00    6.014782E+01    6.014782E+01   
 7.260000E+00    5.891643E+01    5.891643E+01   
 7.270000E+00    5.193484E+01    5.193484E+01   
 7.280000E+00    4.018358E+01    4.018358E+01   
 7.290000E+00    2.531308E+01    2.531308E+01   
 7.300000E+00    9.411863E+00    9.411863E+00   
 7.310000E+00   -5.286793E+00   -5.286793E+00   
 7.320000E+00   -1.671851E+01   -1.671851E+01   
 7.330000E+00   -2.327773E+01   -2.327773E+01   
 7.340000E+00   -2.404323E+01   -2.404323E+01   
 7.350000E+00   -1.890751E+01   -1.890751E+01   
 7.360000E+00   -8.591857E+00   -8.591857E+00   
 7.370000E+00    5.454926E+00    5.454926E+00   
 7.380000E+00    2.126001E+01    2.126001E+01   
 7.390000E+00    3.660361E+01    3.660361E+01   
 7.400000E+00    4.933078E+01    4.933078E+01   
 7.410000E+00    5.765401E+01    5.765401E+01   
 7.420000E+00    6.040433E+01    6.040433E+01   
 7.430000E+00    5.719548E+01    5.719548E+01   
 7.440000E+00    4.847811E+01    4.847811E+01   
 7.450000E+00    3.547657E+01    3.547657E+01   
 7.460000E+00    2.001688E+01    2.001688E+01   
 7.470000E+00    4.270299E+00    4.270299E+00   
 7.480000E+00   -9.551601E+00   -9.551601E+00   
 7.490000E+00   -1.950758E+01   -1.950758E+01   
 7.500000E+00   -2.419935E+01   -2.419935E+01   
 7.510000E+00   -2.296796E+01   -2.296796E+01   
 7.520000E+00   -1.598637E+01   -1.598637E+01   
 7.530000E+00   -4.235107E+00   -4.235107E+00   
 7.540000E+00    1.063539E+01    1.063539E+01   
 7.550000E+00    2.653661E+01    2.653661E+01   
 7.560000E+00    4.123526E+01    4.123526E+01   
 7.570000E+00    5.266698E+01    5.266698E+01   
 7.580000E+00    5.922620E+01    5.922620E+01   
 7.590000E+00    5.999170E+01    5.999170E+01   
 7.600000E+00    5.485598E+01    5.485598E+01   
 7.610000E+00    4.454033E+01    4.454033E+01   
 7.620000E+00    3.049354E+01    3.049354E+01   
 7.630000E+00    1.468846E+01    1.468846E+01   
 7.640000E+00   -6.551450E-01   -6.551450E-01   
 7.650000E+00   -1.338231E+01   -1.338231E+01   
 7.660000E+00   -2.170554E+01   -2.170554E+01   
 7.670000E+00   -2.445587E+01   -2.445587E+01   
 7.680000E+00   -2.124701E+01   -2.124701E+01   
 7.690000E+00   -1.252964E+01   -1.252964E+01   
 7.700000E+00    4.718983E-01    4.718983E-01   
 7.710000E+00    1.593159E+01    1.593159E+01   
 7.720000E+00    3.167817E+01    3.167817E+01   
 7.730000E+00    4.550007E+01    4.550007E+01   
 7.740000E+00    5.545605E+01    5.545605E+01   
 7.750000E+00    6.014782E+01    6.014782E+01   
 7.760000E+00    5.891643E+01    5.891643E+01   
 7.770000E+00    5.193484E+01    5.193484E+01   
 7.780000E+00    4.018358E+01    4.018358E+01   
 7.790000E+00    2.531308E+01    2.531308E+01   
 7.800000E+00    9.411863E+00    9.411863E+00   
 7.810000E+00   -5.286793E+00   -5.286793E+00   
 7.820000E+00   -1.671851E+01   -1.671851E+01   
 7.830000E+00   -2.327773E+01   -2.327773E+01   
 7.840000E+00   -2.404323E+01   -2.404323E+01   
 7.850000E+00   -1.890751E+01   -1.890751E+01   
 7.860000E+00   -8.591857E+00   -8.591857E+00   
 7.870000E+00    5.454926E+00    5.454926E+00   
 7.880000E+00    2.126001E+01    2.126001E+01   
 7.890000E+00    3.660361E+01    3.660361E+01   
 7.900000E+00    4.933078E+01    4.933078E+01   
 7.910000E+00    5.765401E+01    5.765401E+01   
 7.920000E+00    6.040433E+01    6.040433E+01   
 7.930000E+00    5.719548E+01    5.719548E+01   
 7.940000E+00    4.847811E+01    4.847811E+01   
 7.950000E+00    3.547657E+01    3.547657E+01   
 7.960000E+00    2.001688E+01    2.001688E+01   
 7.970000E+00    4.270299E+00    4.270299E+00   
 7.980000E+00   -9.551601E+00   -9.551601E+00   
 7.990000E+00   -1.950758E+01   -1.950758E+01   
 8.000000E+00   -2.419935E+01   -2.419935E+01   
 8.010000E+00   -2.296796E+01   -2.296796E+01   
 8.020000E+00   -1.598637E+01   -1.598637E+01   
 8.030000E+00   -4.235107E+00   -4.235107E+00   
 8.040000E+00    1.063539E+01    1.063539E+01   
 8.050000E+00    2.653661E+01    2.653661E+01   
 8.060000E+00    4.123526E+01    4.123526E+01   
 8.070000E+00    5.266698E+01    5.266698E+01   
 8.080000E+00    5.922620E+01    5.922620E+01   
 8.090000E+00    5.999170E+01    5.999170E+01   
 8.100000E+00    5.485598E+01    5.485598E+01   
 8.110000E+00    4.454033E+01    4.454033E+01   
 8.120000E+00    3.049354E+01    3.049354E+01   
 8.130000E+00    1.468846E+01    1.468846E+01   
 8.140000E+00   -6.551450E-01   -6.551450E-01   
 8.150000E+00   -1.338231E+01   -1.338231E+01   
 8.160000E+00   -2.170554E+01   -2.170554E+01   
 8.170000E+00   -2.445587E+01   -2.445587E+01   
 8.180000E+00   -2.124701E+01   -2.124701E+01   
 8.190000E+00   -1.252964E+01   -1.252964E+01   
 8.200000E+00    4.718984E-01    4.718984E-01   
 8.210000E+00    1.593159E+01    1.593159E+01   
 8.220000E+00    3.167817E+01    3.167817E+01   
 8.230000E+00    4.550007E+01    4.550007E+01   
 8.240000E+00    5.545605E+01    5.545605E+01   
 8.250000E+00    6.014782E+01    6.014782E+01   
 8.260000E+00    5.891643E+01    5.891643E+01   
 8.270000E+00    5.193484E+01    5.193484E+01   
 8.280000E+00    4.018358E+01    4.018358E+01   
 8.290000E+00    2.531308E+01    2.531308E+01   
 8.300000E+00    9.411863E+00    9.411863E+00   
 8.310000E+00   -5.286793E+00   -5.286793E+00   
 8.320000E+00   -1.671851E+01   -1.671851E+01   
 8.330000E+00   -2.327773E+01   -2.327773E+01   
 8.340000E+00   -2.404323E+01   -2.404323E+01   
 8.350000E+00   -1.890751E+01   -1.890751E+01   
 8.360000E+00   -8.591857E+00   -8.591857E+00   
 8.370000E+00    5.454926E+00    5.454926E+00   
 8.380000E+00    2.126001E+01    2.126001E+01   
 8.390000E+00    3.660361E+01    3.660361E+01   
 8.400000E+00    4.933078E+01    4.933078E+01   
 8.410000E+00    5.765401E+01    5.765401E+01   
 8.420000E+00    6.040433E+01    6.040433E+01   
 8.430000E+00    5.719548E+01    5.719548E+01   
 8.440000E+00    4.847811E+01    4.847811E+01   
 8.450000E+00    3.547657E+01    3.547657E+01   
 8.460000E+00    2.001688E+01    2.001688E+01   
 8.470000E+00    4.270300E+00    4.270300E+00   
 8.480000E+00   -9.551601E+00   -9.551601E+00   
 8.490000E+00   -1.950758E+01   -1.950758E+01   
 8.500000E+00   -2.419935E+01   -2.419935E+01   
 8.510000E+00   -2.296796E+01   -2.296796E+01   
 8.520000E+00   -1.598637E+01   -1.598637E+01   
 8.530000E+00   -4.235107E+00   -4.235107E+00   
 8.540000E+00    1.063539E+01    1.063539E+01   
 8.550000E+00    2.653661E+01    2.653661E+01   
 8.560000E+00    4.123526E+01    4.123526E+01   
 8.570000E+00    5.266698E+01    5.266698E+01   
 8.580000E+00    5.922620E+01    5.922620E+01   
 8.590000E+00    5.999170E+01    5.999170E+01   
 8.600000E+00    5.485598E+01    5.485598E+01   
 8.610000E+00    4.454033E+01    4.454033E+01   
 8.620000E+00    3.049354E+01    3.049354E+01   
 8.630000E+00    1.468846E+01    1.468846E+01   
 8.640000E+00   -6.551449E-01   -6.551449E-01   
 8.650000E+00   -1.338231E+01   -1.338231E+01   
 8.660000E+00   -2.170554E+01   -2.170554E+01   
 8.670000E+00   -2.445587E+01   -2.445587E+01   
 8.680000E+00   -2.124701E+01   -2.124701E+01   
 8.690000E+00   -1.252964E+01   -1.252964E+01   
 8.700000E+00    4.718984E-01    4.718984E-01   
 8.710000E+00    1.593159E+01    1.593159E+01   
 8.720000E+00    3.167817E+01    3.167817E+01   
 8.730000E+00    4.550007E+01    4.550007E+01   
 8.740000E+00    5.545605E+01    5.545605E+01   
 8.750000E+00    6.014782E+01    6.014782E+01   
 8.760000E+00    5.891643E+01    5.891643E+01   
 8.770000E+00    5.193484E+01    5.193484E+01   
 8.780000E+00    4.018358E+01    4.018358E+01   
 8.790000E+00    2.531308E+01    2.531308E+01   
 8.800000E+00    9.411863E+00    9.411863E+00   
 8.810000E+00   -5.286793E+00   -5.286793E+00   
 8.820000E+00   -1.671851E+01   -1.671851E+01   
 8.830000E+00   -2.327773E+01   -2.327773E+01   
 8.840000E+00   -2.404323E+01   -2.404323E+01   
 8.850000E+00   -1.890751E+01   -1.890751E+01   
 8.860000E+00   -8.591857E+00   -8.591857E+00   
 8.870000E+00    5.454926E+00    5.454926E+00   
 8.880000E+00    2.126001E+01    2.126001E+01   
 8.890000E+00    3.660361E+01    3.660361E+01   
 8.900000E+00    4.933078E+01    4.933078E+01   
 8.910000E+00    5.765401E+01    5.765401E+01   
 8.920000E+00    6.040433E+01    6.040433E+01   
 8.930000E+00    5.719548E+01    5.719548E+01   
 8.940000E+00    4.847811E+01    4.847811E+01   
 8.950000E+00    3.547657E+01    3.547657E+01   
 8.960000E+00    2.001688E+01    2.001688E+01   
 8.970000E+00    4.270300E+00    4.270300E+00   
 8.980000E+00   -9.551601E+00   -9.551601E+00   
 8.990000E+00   -1.950758E+01   -1.950758E+01   
 9.000000E+00   -2.419935E+01   -2.419935E+01   
 9.010000E+00   -2.296796E+01   -2.296796E+01   
 9.020000E+00   -1.598637E+01   -1.598637E+01   
 9.030000E+00   -4.235107E+00   -4.235107E+00   
 9.040000E+00    1.063539E+01    1.063539E+01   
 9.050000E+00    2.653661E+01    2.653661E+01   
 9.060000E+00    4.123526E+01    4.123526E+01   
 9.070000E+00    5.266698E+01    5.266698E+01   
 9.080000E+00    5.922620E+01    5.922620E+01   
 9.090000E+00    5.999170E+01    5.999170E+01   
 9.100000E+00    5.485598E+01    5.485598E+01   
 9.110000E+00    4.454033E+01    4.454033E+01   
 9.120000E+00    3.049354E+01    3.049354E+01   
 9.130000E+00    1.468846E+01    1.468846E+01   
 9.140000E+00   -6.551449E-01   -6.551449E-01   
 9.150000E+00   -1.338231E+01   -1.338231E+01   
 9.160000E+00   -2.170554E+01   -2.170554E+01   
 9.170000E+00   -2.445587E+01   -2.445587E+01   
 9.180000E+00   -2.124701E+01   -2.124701E+01   
 9.190000E+00   -1.252964E+01   -1.252964E+01   
 9.200000E+00    4.718984E-01    4.718984E-01   
 9.210000E+00    1.593159E+01    1.593159E+01   
 9.220000E+00    3.167817E+01    3.167817E+01   
 9.230000E+00    4.550007E+01    4.550007E+01   
 9.240000E+00    5.545605E+01    5.545605E+01   
 9.250000E+00    6.014782E+01    6.014782E+01   
 9.260000E+00    5.891643E+01    5.891643E+01   
 9.270000E+00    5.193484E+01    5.193484E+01   
 9.280000E+00    4.018358E+01    4.018358E+01   
 9.290000E+00    2.531308E+01    2.531308E+01   
 9.300000E+00    9.411863E+00    9.411863E+00   
 9.310000E+00   -5.286793E+00   -5.286793E+00   
 9.320000E+00   -1.671851E+01   -1.671851E+01   
 9.330000E+00   -2.327773E+01   -2.327773E+01   
 9.340000E+00   -2.404323E+01   -2.404323E+01   
 9.350000E+00   -1.890751E+01   -1.890751E+01   
 9.360000E+00   -8.591857E+00   -8.591857E+00   
 9.370000E+00    5.454926E+00    5.454926E+00   
 9.380000E+00    2.126001E+01    2.126001E+01   
 9.390000E+00    3.660361E+01    3.660361E+01   
 9.400000E+00    4.933078E+01    4.933078E+01   
 9.410000E+00    5.765401E+01    5.765401E+01   
 9.420000E+00    6.040433E+01    6.040433E+01   
 9.430000E+00    5.719548E+01    5.719548E+01   
 9.440000E+00    4.847811E+01    4.847811E+01   
 9.450000E+00    3.547657E+01    3.547657E+01   
 9.460000E+00    2.001688E+01    2.001688E+01   
 9.470000E+00    4.270300E+00    4.270300E+00   
 9.480000E+00   -9.551601E+00   -9.551601E+00   
 9.490000E+00   -1.950758E+01   -1.950758E+01   
 9.500000E+00   -2.419935E+01   -2.419935E+01   
 9.510000E+00   -2.296796E+01   -2.296796E+01   
 9.520000E+00   -1.598637E+01   -1.598637E+01   
 9.530000E+00   -4.235107E+00   -4.235107E+00   
 9.540000E+00    1.063539E+01    1.063539E+01   
 9.550000E+00    2.653661E+01    2.653661E+01   
 9.560000E+00    4.123526E+01    4.123526E+01   
 9.570000E+00    5.266698E+01    5.266698E+01   
 9.580000E+00    5.922620E+01    5.922620E+01   
 9.590000E+00    5.999170E+01    5.999170E+01   
 9.600000E+00    5.485598E+01    5.485598E+01   
 9.610000E+00    4.454033E+01    4.454033E+01   
 9.620000E+00    3.049354E+01    3.049354E+01   
 9.630000E+00    1.468846E+01    1.468846E+01   
 9.640000E+00   -6.551449E-01   -6.551449E-01   
 9.650000E+00   -1.338231E+01   -1.338231E+01   
 9.660000E+00   -2.170554E+01   -2.170554E+01   
 9.670000E+00   -2.445587E+01   -2.445587E+01   
 9.680000E+00   -2.124701E+01   -2.124701E+01   
 9.690000E+00   -1.252964E+01   -1.252964E+01   
 9.700000E+00    4.718985E-01    4.718985E-01   
 9.710000E+00    1.593159E+01    1.593159E+01   
 9.720000E+00    3.167817E+01    3.167817E+01   
 9.730000E+00    4.550007E+01    4.550007E+01   
 9.740000E+00    5.545605E+01    5.545605E+01   
 9.750000E+00    6.014782E+01    6.014782E+01   
 9.760000E+00    5.891643E+01    5.891643E+01   
 9.770000E+00    5.193484E+01    5.193484E+01   
 9.780000E+00    4.018358E+01    4.018358E+01   
 9.790000E+00    2.531308E+01    2.531308E+01   
 9.800000E+00    9.411863E+00    9.411863E+00   
 9.810000E+00   -5.286793E+00   -5.286793E+00   
 9.820000E+00   -1.671851E+01   -1.671851E+01   
 9.830000E+00   -2.327773E+01   -2.327773E+01   
 9.840000E+00   -2.404323E+01   -2.404323E+01   
 9.850000E+00   -1.890751E+01   -1.890751E+01   
 9.860000E+00   -8.591857E+00   -8.591857E+00   
 9.870000E+00    5.454926E+00    5.454926E+00   
 9.880000E+00    2.126001E+01    2.126001E+01   
 9.890000E+00    3.660361E+01    3.660361E+01   
 9.900000E+00    4.933078E+01    4.933078E+01   
 9.910000E+00    5.765401E+01    5.765401E+01   
 9.920000E+00    6.040433E+01    6.040433E+01   
 9.930000E+00    5.719548E+01    5.719548E+01   
 9.940000E+00    4.847811E+01    4.847811E+01   
 9.950000E+00    3.547657E+01    3.547657E+01   
 9.960000E+00    2.001688E+01    2.001688E+01   
 9.970000E+00    4.270300E+00    4.270300E+00   
 9.980000E+00   -9.551601E+00   -9.551601E+00   
 9.990000E+00   -1.950758E+01   -1.950758E+01   
 1.000000E+01   -2.419935E+01   -2.419935E+01   
