""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","3"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
47.220,0.09387,0.93875,7335.29766,230.89452
47.476,0.09445,0.94451,7346.24791,231.23921
47.732,0.09494,0.94943,7345.94091,231.22954
47.988,0.09538,0.95382,7365.53153,231.84620
48.244,0.09598,0.95985,7380.35975,232.31295
48.500,0.09651,0.96512,7389.60082,232.60383
48.756,0.09696,0.96962,7410.24550,233.25367
49.012,0.09749,0.97485,7419.36452,233.54071
49.268,0.09800,0.98003,7437.62997,234.11565
49.524,0.09850,0.98497,7447.07945,234.41310
49.780,0.09904,0.99040,7461.54796,234.86853
50.036,0.09962,0.99615,7476.05256,235.32509
50.292,0.10014,1.00137,7495.46899,235.93626
50.548,0.10069,1.00694,7510.64178,236.41386
50.804,0.10129,1.01286,7522.63865,236.79149
51.060,0.10179,1.01786,7531.11862,237.05841
51.316,0.10234,1.02341,7553.14345,237.75169
51.572,0.10291,1.02914,7562.29928,238.03989
51.828,0.10350,1.03500,7573.03770,238.37791
52.084,0.10418,1.04180,7589.44243,238.89428
52.340,0.10473,1.04732,7595.79336,239.09419
52.596,0.10521,1.05209,7606.21415,239.42221
52.852,0.10586,1.05864,7630.17592,240.17646
53.108,0.10643,1.06432,7636.42602,240.37319
53.364,0.10693,1.06934,7652.39881,240.87597
53.620,0.10751,1.07511,7671.31885,241.47152
53.876,0.10797,1.07968,7674.85946,241.58297
54.132,0.10852,1.08524,7696.77311,242.27275
54.388,0.10918,1.09179,7709.78686,242.68239
54.644,0.10972,1.09718,7718.87057,242.96832
54.900,0.11030,1.10295,7726.62247,243.21233
55.156,0.11087,1.10872,7744.40295,243.77200
55.412,0.11135,1.11354,7748.77362,243.90958
55.668,0.11191,1.11907,7767.63550,244.50330
55.924,0.11240,1.12395,7779.48058,244.87615
56.180,0.11295,1.12954,7791.97896,245.26956
56.436,0.11352,1.13520,7803.75700,245.64030
56.692,0.11404,1.14042,7817.20475,246.06360
56.948,0.11461,1.14610,7818.01491,246.08910
57.204,0.11509,1.15086,7840.61857,246.80060
57.460,0.11573,1.15725,7864.38629,247.54874
57.716,0.11631,1.16314,7872.94825,247.81825
57.972,0.11681,1.16810,7885.73019,248.22059
58.228,0.11740,1.17397,7893.10857,248.45284
58.484,0.11793,1.17926,7902.91671,248.76157
58.740,0.11849,1.18486,7918.93398,249.26575
58.996,0.11911,1.19107,7929.55800,249.60016
59.252,0.11962,1.19620,7943.87467,250.05081
59.508,0.12018,1.20180,7951.94202,250.30475
59.764,0.12071,1.20715,7971.13493,250.90889
60.020,0.12128,1.21282,7981.67421,251.24064
60.276,0.12177,1.21766,7991.72479,251.55700
60.532,0.12249,1.22488,8015.18803,252.29556
60.788,0.12308,1.23080,8020.48091,252.46216
61.044,0.12367,1.23669,8025.34469,252.61526
61.300,0.12426,1.24259,8042.90390,253.16797
61.556,0.12475,1.24755,8056.19933,253.58648
61.812,0.12529,1.25290,8062.92972,253.79833
62.068,0.12584,1.25837,8085.50319,254.50888
62.324,0.12649,1.26493,8100.01560,254.96569
62.580,0.12704,1.27044,8106.87117,255.18148
62.836,0.12754,1.27538,8111.97842,255.34225
63.092,0.12816,1.28164,8129.78092,255.90262
63.348,0.12876,1.28761,8142.91480,256.31604
63.604,0.12926,1.29259,8160.81110,256.87936
63.860,0.12985,1.29848,8172.09925,257.23468
64.116,0.13038,1.30377,8181.83218,257.54105
64.372,0.13099,1.30990,8184.74134,257.63262
64.628,0.13151,1.31515,8197.06560,258.02055
64.884,0.13215,1.32150,8213.04824,258.52364
65.140,0.13263,1.32634,8223.26836,258.84534
65.396,0.13320,1.33202,8239.56240,259.35823
65.652,0.13377,1.33772,8252.10612,259.75307
65.908,0.13432,1.34318,8253.24793,259.78901
66.164,0.13481,1.34808,8261.85680,260.06000
66.420,0.13543,1.35428,8280.86698,260.65838
66.676,0.13600,1.35996,8288.61133,260.90215
66.932,0.13655,1.36547,8301.30009,261.30156
67.188,0.13705,1.37055,8314.94128,261.73095
67.444,0.13765,1.37650,8326.88513,262.10690
67.700,0.13830,1.38297,8338.72842,262.47970
67.956,0.13884,1.38839,8342.63086,262.60254
68.212,0.13936,1.39362,8355.86230,263.01902
68.468,0.13988,1.39882,8356.16367,263.02851
68.724,0.14040,1.40402,8378.79894,263.74100
68.980,0.14097,1.40975,8392.16879,264.16185
69.236,0.14159,1.41590,8399.98001,264.40773
69.492,0.14206,1.42059,8405.02172,264.56642
69.748,0.14263,1.42631,8420.52256,265.05435
70.004,0.14317,1.43166,8431.82729,265.41019
70.260,0.14365,1.43653,8442.17216,265.73582
70.516,0.14422,1.44220,8461.19442,266.33458
70.772,0.14486,1.44857,8467.26171,266.52556
71.028,0.14540,1.45403,8482.16187,266.99458
71.284,0.14587,1.45865,8490.70333,267.26344
71.540,0.14653,1.46535,8508.72467,267.83070
71.796,0.14705,1.47047,8506.80232,267.77019
72.052,0.14743,1.47434,8508.15495,267.81277
72.308,0.14796,1.47958,8512.87799,267.96144
72.564,0.14848,1.48477,8529.15589,268.47382
72.820,0.14893,1.48927,8540.48113,268.83030
73.076,0.14938,1.49381,8563.10889,269.54256
73.332,0.14994,1.49938,8567.61045,269.68426
73.588,0.15042,1.50422,8582.73307,270.16028
73.844,0.15097,1.50974,8598.55988,270.65846
74.100,0.15157,1.51574,8602.85009,270.79350
74.356,0.15210,1.52100,8604.89100,270.85775
74.612,0.15265,1.52655,8626.21295,271.52890
74.868,0.15322,1.53224,8640.26977,271.97137
75.124,0.15371,1.53708,8647.07406,272.18555
75.380,0.15419,1.54188,8658.55370,272.54690
75.636,0.15479,1.54787,8666.54947,272.79858
75.892,0.15539,1.55386,8678.38257,273.17105
76.148,0.15603,1.56029,8688.78241,273.49841
76.404,0.15661,1.56609,8693.74411,273.65459
76.660,0.15725,1.57247,8700.52827,273.86814
76.916,0.15764,1.57644,8712.82719,274.25527
77.172,0.15817,1.58174,8726.18798,274.67583
77.428,0.15868,1.58678,8729.34236,274.77512
77.684,0.15941,1.59408,8743.91856,275.23394
77.940,0.16010,1.60103,8758.20535,275.68365
78.196,0.16082,1.60824,8765.84079,275.92399
78.452,0.16127,1.61272,8763.81541,275.86024
78.708,0.16173,1.61734,8784.96439,276.52595
78.964,0.16235,1.62348,8789.16345,276.65812
79.220,0.16289,1.62894,8800.68705,277.02085
79.476,0.16342,1.63420,8813.44400,277.42241
79.732,0.16401,1.64006,8819.11741,277.60099
79.988,0.16458,1.64577,8832.53940,278.02348
80.244,0.16508,1.65080,8841.58273,278.30814
80.500,0.16572,1.65722,8858.73886,278.84816
80.756,0.16631,1.66315,8863.41107,278.99523
81.012,0.16683,1.66829,8866.18396,279.08251
81.268,0.16743,1.67434,8880.94541,279.54716
81.524,0.16800,1.68004,8893.19350,279.93270
81.780,0.16861,1.68611,8896.66296,280.04191
82.036,0.16909,1.69086,8919.20037,280.75132
82.292,0.16968,1.69678,8921.25709,280.81606
82.548,0.17025,1.70253,8929.73234,281.08284
82.804,0.17076,1.70763,8937.34523,281.32247
83.060,0.17136,1.71356,8952.95394,281.81379
83.316,0.17191,1.71909,8959.43389,282.01776
83.572,0.17240,1.72398,8967.43231,282.26953
83.828,0.17300,1.72996,8983.34856,282.77052
84.084,0.17357,1.73567,8986.19648,282.86017
84.340,0.17416,1.74163,8994.98534,283.13682
84.596,0.17478,1.74780,9007.92478,283.54412
84.852,0.17535,1.75347,9014.38895,283.74759
85.108,0.17598,1.75983,9035.64086,284.41654
85.364,0.17649,1.76492,9043.76928,284.67240
85.620,0.17703,1.77028,9038.91516,284.51961
85.876,0.17766,1.77663,9052.01010,284.93180
86.132,0.17826,1.78262,9065.14254,285.34517
86.388,0.17876,1.78760,9070.93262,285.52742
86.644,0.17936,1.79363,9082.28677,285.88482
86.900,0.18003,1.80033,9096.31791,286.32648
87.156,0.18068,1.80685,9095.67627,286.30629
87.412,0.18120,1.81196,9101.94829,286.50371
87.668,0.18177,1.81770,9113.31104,286.86138
87.924,0.18232,1.82324,9125.93205,287.25865
88.180,0.18285,1.82845,9138.92702,287.66770
88.436,0.18335,1.83354,9135.41240,287.55707
88.692,0.18400,1.84001,9143.63204,287.81580
88.948,0.18455,1.84554,9153.41743,288.12381
89.204,0.18513,1.85125,9167.67659,288.57265
89.460,0.18563,1.85626,9167.20252,288.55773
89.716,0.18617,1.86166,9180.51742,288.97685
89.972,0.18667,1.86668,9191.09607,289.30983
90.228,0.18728,1.87276,9196.25478,289.47221
90.484,0.18771,1.87713,9198.80108,289.55236
90.740,0.18821,1.88207,9209.89947,289.90171
90.996,0.18878,1.88782,9223.85002,290.34083
91.252,0.18937,1.89367,9240.48162,290.86435
91.508,0.18982,1.89820,9244.81475,291.00074
91.764,0.19041,1.90408,9253.30418,291.26797
92.020,0.19102,1.91021,9266.90547,291.69610
92.276,0.19148,1.91483,9271.31836,291.83500
92.532,0.19203,1.92032,9283.90942,292.23133
92.788,0.19259,1.92586,9296.96572,292.64231
93.044,0.19317,1.93171,9291.35870,292.46582
93.300,0.19381,1.93810,9308.47303,293.00453
93.556,0.19435,1.94352,9308.06407,292.99166
93.812,0.19492,1.94923,9322.17513,293.43583
94.068,0.19549,1.95492,9336.96507,293.90138
94.324,0.19615,1.96152,9342.72963,294.08283
94.580,0.19679,1.96795,9353.09113,294.40898
94.836,0.19733,1.97329,9355.21567,294.47585
95.092,0.19792,1.97919,9366.42771,294.82878
95.348,0.19858,1.98584,9376.27010,295.13859
95.604,0.19899,1.98995,9376.61442,295.14943
95.860,0.19956,1.99564,9386.04426,295.44625
96.116,0.20011,2.00109,9386.53351,295.46165
96.372,0.20065,2.00654,9401.99565,295.94836
96.628,0.20119,2.01193,9405.98174,296.07383
96.884,0.20186,2.01856,9423.40521,296.62227
97.140,0.20247,2.02467,9431.20137,296.86767
97.396,0.20299,2.02991,9425.65477,296.69308
97.652,0.20353,2.03530,9440.89912,297.17293
97.908,0.20406,2.04056,9452.84102,297.54883
98.164,0.20448,2.04478,9457.75769,297.70359
98.420,0.20512,2.05120,9478.45036,298.35494
98.676,0.20569,2.05692,9478.42753,298.35422
98.932,0.20626,2.06265,9483.53736,298.51506
99.188,0.20691,2.06912,9493.31901,298.82296
99.444,0.20748,2.07480,9499.80749,299.02720
99.700,0.20800,2.08001,9504.77500,299.18356
99.956,0.20854,2.08535,9515.16525,299.51062
100.212,0.20909,2.09094,9520.93239,299.69215
100.468,0.20971,2.09714,9526.77198,299.87596
100.724,0.21027,2.10268,9529.92976,299.97536
100.980,0.21079,2.10795,9546.82364,300.50713
101.236,0.21139,2.11386,9544.40361,300.43096
101.492,0.21179,2.11791,9556.19154,300.80201
101.748,0.21256,2.12565,9561.76820,300.97755
102.004,0.21310,2.13097,9578.87494,301.51602
102.260,0.21361,2.13611,9583.72954,301.66883
102.516,0.21407,2.14073,9582.97231,301.64499
102.772,0.21487,2.14871,9588.73651,301.82643
103.028,0.21540,2.15398,9589.35230,301.84582
103.284,0.21590,2.15902,9618.93585,302.77702
103.540,0.21655,2.16548,9621.00996,302.84231
103.796,0.21706,2.17060,9630.23649,303.13274
104.052,0.21768,2.17682,9631.99715,303.18816
104.308,0.21824,2.18244,9639.49508,303.42417
104.564,0.21872,2.18721,9652.47274,303.83267
104.820,0.21938,2.19382,9662.45850,304.14699
105.076,0.21996,2.19956,9666.32352,304.26865
105.332,0.22048,2.20475,9667.94165,304.31959
105.588,0.22105,2.21048,9685.65073,304.87702
105.844,0.22157,2.21570,9679.30358,304.67723
106.100,0.22232,2.22324,9696.03873,305.20401
106.356,0.22292,2.22918,9702.16093,305.39671
106.612,0.22347,2.23470,9708.62924,305.60032
106.868,0.22403,2.24034,9716.93735,305.86184
107.124,0.22456,2.24560,9720.46985,305.97303
107.380,0.22511,2.25113,9728.45346,306.22433
107.636,0.22571,2.25706,9736.46183,306.47641
107.892,0.22641,2.26413,9745.27150,306.75371
108.148,0.22692,2.26918,9746.96554,306.80704
108.404,0.22760,2.27597,9754.17063,307.03383
108.660,0.22805,2.28052,9759.31367,307.19572
108.916,0.22858,2.28575,9769.18086,307.50631
109.172,0.22919,2.29192,9770.03607,307.53323
109.428,0.22977,2.29765,9781.80997,307.90384
109.684,0.23041,2.30409,9791.98133,308.22401
109.940,0.23109,2.31094,9804.49543,308.61792
110.196,0.23162,2.31617,9790.04394,308.16302
110.452,0.23199,2.31989,9793.81980,308.28188
110.708,0.23261,2.32610,9802.78560,308.56410
110.964,0.23325,2.33254,9809.94148,308.78934
111.220,0.23389,2.33887,9827.41227,309.33927
111.476,0.23441,2.34413,9824.85042,309.25863
111.732,0.23489,2.34888,9827.55878,309.34389
111.988,0.23540,2.35399,9844.69702,309.88335
112.244,0.23600,2.35997,9859.32652,310.34385
112.500,0.23669,2.36685,9865.41831,310.53560
112.756,0.23721,2.37212,9873.09567,310.77726
113.012,0.23769,2.37692,9877.33457,310.91069
113.268,0.23825,2.38252,9883.58473,311.10743
113.524,0.23882,2.38817,9886.76125,311.20741
113.780,0.23941,2.39406,9902.52496,311.70361
114.036,0.24001,2.40006,9909.38749,311.91962
114.292,0.24053,2.40526,9914.34920,312.07580
114.548,0.24119,2.41189,9921.87880,312.31281
114.804,0.24172,2.41719,9924.10207,312.38280
115.060,0.24229,2.42294,9932.50953,312.64744
115.316,0.24281,2.42814,9936.95687,312.78743
115.572,0.24348,2.43479,9955.38289,313.36743
115.828,0.24394,2.43942,9951.71474,313.25197
116.084,0.24451,2.44509,9955.85227,313.38220
116.340,0.24519,2.45194,9969.80901,313.82152
116.596,0.24578,2.45784,9973.23449,313.92935
116.852,0.24625,2.46254,9979.86621,314.13810
117.108,0.24693,2.46932,9989.36549,314.43711
117.364,0.24753,2.47533,9990.17457,314.46257
117.620,0.24815,2.48153,9990.24150,314.46468
117.876,0.24861,2.48609,10004.95707,314.92789
118.132,0.24925,2.49252,10004.95300,314.92776
118.388,0.24984,2.49835,10014.93624,315.24200
118.644,0.25046,2.50459,10021.15581,315.43778
118.900,0.25098,2.50978,10025.41127,315.57173
119.156,0.25174,2.51743,10022.37796,315.47625
119.412,0.25234,2.52339,10037.58897,315.95505
119.668,0.25296,2.52962,10042.19285,316.09996
119.924,0.25336,2.53360,10042.12387,316.09779
120.180,0.25397,2.53969,10049.24858,316.32206
120.436,0.25455,2.54553,10054.13376,316.47583
120.692,0.25514,2.55142,10066.73178,316.87238
120.948,0.25564,2.55641,10061.52867,316.70860
121.204,0.25632,2.56324,10069.97695,316.97453
121.460,0.25677,2.56770,10077.78245,317.22022
121.716,0.25729,2.57293,10092.53748,317.68467
121.972,0.25793,2.57927,10099.10406,317.89137
122.228,0.25858,2.58576,10100.15699,317.92451
122.484,0.25900,2.59002,10105.02726,318.07781
122.740,0.25959,2.59590,10117.29319,318.46391
122.996,0.26029,2.60290,10116.63810,318.44329
123.252,0.26079,2.60789,10131.02748,318.89623
123.508,0.26133,2.61333,10139.87691,319.17478
123.764,0.26196,2.61961,10142.61052,319.26083
124.020,0.26254,2.62536,10138.68922,319.13740
124.276,0.26311,2.63114,10149.99483,319.49327
124.532,0.26366,2.63660,10151.98647,319.55596
124.788,0.26423,2.64228,10162.97795,319.90194
125.044,0.26482,2.64821,10169.55328,320.10891
125.300,0.26547,2.65471,10166.70784,320.01934
125.556,0.26605,2.66052,10176.07170,320.31409
125.812,0.26658,2.66576,10187.29812,320.66747
126.068,0.26714,2.67136,10186.22716,320.63376
126.324,0.26769,2.67695,10197.59477,320.99158
126.580,0.26827,2.68272,10202.87762,321.15787
126.836,0.26888,2.68877,10203.71368,321.18418
127.092,0.26958,2.69581,10210.05572,321.38381
127.348,0.27017,2.70174,10223.00601,321.79145
127.604,0.27080,2.70800,10225.83085,321.88037
127.860,0.27132,2.71325,10230.64280,322.03184
128.116,0.27192,2.71916,10232.80507,322.09990
128.372,0.27258,2.72577,10242.40363,322.40203
128.628,0.27314,2.73137,10246.27938,322.52403
128.884,0.27367,2.73669,10244.54838,322.46955
129.140,0.27424,2.74237,10241.37364,322.36961
129.396,0.27478,2.74783,10254.47878,322.78213
129.652,0.27537,2.75370,10270.28176,323.27956
129.908,0.27594,2.75944,10262.37139,323.03056
130.164,0.27648,2.76481,10279.65287,323.57454
130.420,0.27707,2.77069,10281.39773,323.62946
130.676,0.27765,2.77652,10280.79070,323.61035
130.932,0.27814,2.78137,10284.95216,323.74134
131.188,0.27872,2.78717,10276.88089,323.48728
131.444,0.27940,2.79396,10290.41562,323.91332
131.700,0.27985,2.79845,10299.99085,324.21472
131.956,0.28047,2.80467,10314.18585,324.66154
132.212,0.28091,2.80906,10302.98577,324.30899
132.468,0.28138,2.81384,10314.16304,324.66082
132.724,0.28200,2.82002,10329.75219,325.15152
132.980,0.28266,2.82659,10336.86602,325.37544
133.236,0.28322,2.83222,10345.96950,325.66200
133.492,0.28382,2.83824,10348.50325,325.74175
133.748,0.28431,2.84311,10348.32005,325.73599
134.004,0.28493,2.84930,10357.28125,326.01806
134.260,0.28549,2.85491,10364.42924,326.24306
134.516,0.28607,2.86074,10368.17309,326.36090
134.772,0.28666,2.86659,10373.81965,326.53864
135.028,0.28718,2.87179,10379.89094,326.72975
135.284,0.28809,2.88093,10388.14957,326.98971
135.540,0.28858,2.88583,10393.06423,327.14441
135.796,0.28913,2.89131,10395.50509,327.22124
136.052,0.28977,2.89767,10396.37125,327.24850
136.308,0.29036,2.90360,10401.24244,327.40183
136.564,0.29094,2.90937,10406.14789,327.55624
136.820,0.29142,2.91416,10410.56456,327.69527
137.076,0.29192,2.91923,10413.68844,327.79360
137.332,0.29265,2.92652,10427.08269,328.21521
137.588,0.29323,2.93234,10424.84109,328.14465
137.844,0.29384,2.93840,10431.05332,328.34020
138.100,0.29439,2.94393,10431.88910,328.36650
138.356,0.29493,2.94930,10440.60963,328.64100
138.612,0.29551,2.95506,10442.94404,328.71448
138.868,0.29606,2.96064,10459.08827,329.22266
139.124,0.29669,2.96692,10454.41834,329.07566
139.380,0.29727,2.97272,10455.98128,329.12486
139.636,0.29795,2.97954,10462.68365,329.33583
139.892,0.29847,2.98467,10467.44921,329.48584
140.148,0.29901,2.99014,10474.61130,329.71128
140.404,0.29954,2.99536,10483.39849,329.98787
140.660,0.30011,3.00109,10473.19693,329.66676
140.916,0.30067,3.00667,10486.70405,330.09192
141.172,0.30127,3.01266,10491.25143,330.23506
