""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","2"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
22.640,0.04244,0.42435,5714.73915,179.88390
22.896,0.04300,0.42996,5739.14666,180.65218
23.152,0.04357,0.43573,5759.29543,181.28641
23.408,0.04401,0.44013,5777.15289,181.84851
23.664,0.04467,0.44666,5796.16052,182.44682
23.920,0.04535,0.45349,5817.87997,183.13048
24.176,0.04580,0.45803,5833.59987,183.62530
24.432,0.04647,0.46467,5865.35768,184.62495
24.688,0.04700,0.47003,5881.96954,185.14784
24.944,0.04757,0.47574,5891.96649,185.46252
25.200,0.04807,0.48071,5920.66597,186.36590
25.456,0.04873,0.48726,5927.41505,186.57834
25.712,0.04925,0.49245,5956.32344,187.48830
25.968,0.04985,0.49852,5977.06949,188.14132
26.224,0.05040,0.50398,5993.83123,188.66893
26.480,0.05102,0.51024,6017.13146,189.40236
26.736,0.05157,0.51568,6029.48961,189.79136
26.992,0.05208,0.52082,6041.71510,190.17618
27.248,0.05267,0.52672,6074.47613,191.20741
27.504,0.05324,0.53236,6093.50637,191.80643
27.760,0.05377,0.53773,6107.10979,192.23462
28.016,0.05443,0.54431,6134.71351,193.10351
28.272,0.05502,0.55020,6147.20541,193.49672
28.528,0.05553,0.55534,6158.64529,193.85682
28.784,0.05612,0.56122,6177.19888,194.44083
29.040,0.05658,0.56578,6195.71586,195.02369
29.296,0.05718,0.57181,6223.69439,195.90438
29.552,0.05776,0.57757,6238.80039,196.37987
29.808,0.05828,0.58279,6252.23235,196.80267
30.064,0.05881,0.58815,6277.21415,197.58903
30.320,0.05943,0.59434,6294.48634,198.13271
30.576,0.05999,0.59986,6313.12919,198.71954
30.832,0.06061,0.60608,6329.39077,199.23140
31.088,0.06116,0.61159,6347.78592,199.81043
31.344,0.06170,0.61703,6369.23166,200.48548
31.600,0.06229,0.62289,6381.56620,200.87374
31.856,0.06281,0.62806,6402.78310,201.54159
32.112,0.06340,0.63404,6420.96436,202.11388
32.368,0.06398,0.63981,6438.63029,202.66996
32.624,0.06454,0.64541,6455.07793,203.18768
32.880,0.06511,0.65112,6475.38505,203.82689
33.136,0.06566,0.65660,6489.67878,204.27682
33.392,0.06618,0.66179,6499.76488,204.59430
33.648,0.06676,0.66763,6517.87350,205.16431
33.904,0.06725,0.67254,6540.67511,205.88204
34.160,0.06788,0.67877,6560.78964,206.51519
34.416,0.06852,0.68517,6574.66441,206.95193
34.672,0.06902,0.69018,6587.33817,207.35086
34.928,0.06962,0.69618,6607.26685,207.97816
35.184,0.07016,0.70164,6625.14255,208.54084
35.440,0.07070,0.70698,6644.24633,209.14217
35.696,0.07126,0.71262,6662.75070,209.72464
35.952,0.07175,0.71754,6675.14108,210.11465
36.208,0.07236,0.72365,6685.75516,210.44875
36.464,0.07305,0.73046,6708.39659,211.16144
36.720,0.07354,0.73544,6717.74251,211.45562
36.976,0.07408,0.74080,6748.99343,212.43932
37.232,0.07467,0.74673,6767.02558,213.00692
37.488,0.07525,0.75249,6776.52947,213.30607
37.744,0.07581,0.75807,6794.05667,213.85778
38.000,0.07631,0.76309,6802.97889,214.13863
38.256,0.07687,0.76871,6823.35102,214.77988
38.512,0.07750,0.77502,6841.45588,215.34977
38.768,0.07813,0.78126,6860.45715,215.94788
39.024,0.07870,0.78698,6864.50000,216.07514
39.280,0.07936,0.79363,6885.71858,216.74304
39.536,0.07988,0.79877,6898.28540,217.13861
39.792,0.08035,0.80352,6916.80957,217.72169
40.048,0.08088,0.80882,6921.23405,217.86096
40.304,0.08138,0.81376,6942.83350,218.54085
40.560,0.08197,0.81966,6965.15650,219.24352
40.816,0.08263,0.82629,6987.53281,219.94786
41.072,0.08311,0.83114,6988.24685,219.97034
41.328,0.08360,0.83604,7003.25107,220.44263
41.584,0.08411,0.84109,7020.37373,220.98160
41.840,0.08462,0.84622,7032.82185,221.37343
42.096,0.08520,0.85202,7050.95044,221.94407
42.352,0.08568,0.85682,7067.05496,222.45100
42.608,0.08627,0.86269,7084.20905,222.99096
42.864,0.08675,0.86753,7101.89770,223.54775
43.120,0.08739,0.87393,7116.44715,224.00572
43.376,0.08800,0.87998,7130.65613,224.45298
43.632,0.08850,0.88502,7138.22136,224.69111
43.888,0.08900,0.88998,7151.09731,225.09641
44.144,0.08953,0.89531,7173.64769,225.80624
44.400,0.09008,0.90080,7184.22715,226.13925
44.656,0.09051,0.90513,7198.09079,226.57564
44.912,0.09108,0.91080,7218.62740,227.22207
45.168,0.09170,0.91700,7224.91104,227.41986
45.424,0.09223,0.92228,7247.46631,228.12984
45.680,0.09276,0.92757,7253.18591,228.30988
45.936,0.09322,0.93219,7266.94350,228.74293
46.192,0.09380,0.93798,7288.96393,229.43607
46.448,0.09434,0.94337,7302.47713,229.86142
46.704,0.09490,0.94895,7322.25049,230.48383
46.960,0.09545,0.95446,7321.92600,230.47362
47.216,0.09599,0.95995,7344.36780,231.18002
47.472,0.09663,0.96632,7357.41558,231.59073
47.728,0.09732,0.97319,7374.24534,232.12049
47.984,0.09780,0.97800,7382.26299,232.37286
48.240,0.09849,0.98489,7394.56708,232.76016
48.496,0.09899,0.98987,7405.74161,233.11190
48.752,0.09955,0.99555,7436.19742,234.07056
49.008,0.10011,1.00111,7443.27763,234.29343
49.264,0.10059,1.00593,7444.76926,234.34038
49.520,0.10120,1.01196,7465.53154,234.99392
49.776,0.10181,1.01815,7478.52780,235.40300
50.032,0.10227,1.02272,7482.80528,235.53765
50.288,0.10285,1.02847,7510.97189,236.42425
50.544,0.10342,1.03422,7523.61825,236.82232
50.800,0.10400,1.03997,7537.01884,237.24414
51.056,0.10450,1.04500,7554.81165,237.80420
51.312,0.10506,1.05064,7565.15320,238.12973
51.568,0.10564,1.05637,7571.86747,238.34107
51.824,0.10620,1.06196,7592.08319,238.97741
52.080,0.10682,1.06825,7605.02329,239.38473
52.336,0.10739,1.07385,7627.25490,240.08451
52.592,0.10796,1.07963,7635.50317,240.34415
52.848,0.10850,1.08501,7650.66813,240.82150
53.104,0.10901,1.09012,7666.92625,241.33326
53.360,0.10968,1.09676,7681.84109,241.80273
53.616,0.11011,1.10110,7685.21979,241.90909
53.872,0.11073,1.10728,7698.62903,242.33117
54.128,0.11138,1.11377,7721.08710,243.03809
54.384,0.11196,1.11965,7725.31203,243.17108
54.640,0.11253,1.12526,7748.55936,243.90284
54.896,0.11330,1.13301,7794.44640,245.34723
55.152,0.11401,1.14014,7783.35463,244.99809
55.408,0.11458,1.14583,7790.30056,245.21673
55.664,0.11523,1.15230,7803.82041,245.64230
55.920,0.11599,1.15988,7801.78238,245.57815
56.176,0.11645,1.16447,7815.37448,246.00599
56.432,0.11709,1.17088,7836.28776,246.66428
56.688,0.11760,1.17600,7846.29440,246.97926
56.944,0.11814,1.18144,7860.89792,247.43894
57.200,0.11860,1.18597,7872.89231,247.81649
57.456,0.11927,1.19272,7885.33725,248.20822
57.712,0.11978,1.19783,7899.20551,248.64475
57.968,0.12038,1.20385,7919.64035,249.28798
58.224,0.12100,1.21002,7930.79722,249.63917
58.480,0.12150,1.21497,7936.58394,249.82132
58.736,0.12204,1.22040,7955.19675,250.40720
58.992,0.12268,1.22680,7963.39505,250.66526
59.248,0.12310,1.23104,7966.85195,250.77407
59.504,0.12366,1.23658,7991.64667,251.55454
59.760,0.12422,1.24219,8007.85741,252.06481
60.016,0.12481,1.24812,8015.22834,252.29683
60.272,0.12539,1.25390,8027.04720,252.66885
60.528,0.12603,1.26029,8034.51295,252.90385
60.784,0.12640,1.26404,8039.85462,253.07199
61.040,0.12689,1.26892,8065.01508,253.86397
61.296,0.12748,1.27475,8075.39981,254.19085
61.552,0.12804,1.28044,8088.70652,254.60971
61.808,0.12854,1.28540,8089.63835,254.63904
62.064,0.12904,1.29037,8113.37906,255.38633
62.320,0.12955,1.29546,8119.01522,255.56374
62.576,0.13015,1.30153,8138.86668,256.18861
62.832,0.13076,1.30765,8156.38911,256.74017
63.088,0.13133,1.31329,8168.39652,257.11813
63.344,0.13194,1.31937,8179.97267,257.48251
63.600,0.13250,1.32496,8187.40619,257.71650
63.856,0.13303,1.33030,8195.73332,257.97861
64.112,0.13356,1.33560,8209.28478,258.40518
64.368,0.13428,1.34280,8218.08152,258.68207
64.624,0.13495,1.34952,8245.73752,259.55261
64.880,0.13545,1.35447,8241.20917,259.41007
65.136,0.13599,1.35987,8249.93028,259.68458
65.392,0.13661,1.36613,8268.26728,260.26178
65.648,0.13722,1.37218,8289.24434,260.92208
65.904,0.13776,1.37762,8292.91609,261.03765
66.160,0.13825,1.38253,8299.81481,261.25481
66.416,0.13892,1.38917,8316.00453,261.76441
66.672,0.13940,1.39405,8328.78559,262.16673
66.928,0.14007,1.40070,8334.95393,262.36089
67.184,0.14056,1.40560,8348.10462,262.77483
67.440,0.14113,1.41133,8355.32254,263.00203
67.696,0.14165,1.41648,8369.88225,263.46033
67.952,0.14220,1.42201,8379.96356,263.77766
68.208,0.14273,1.42728,8381.76470,263.83436
68.464,0.14325,1.43248,8399.30680,264.38653
68.720,0.14380,1.43798,8407.44162,264.64260
68.976,0.14434,1.44339,8424.73133,265.18683
69.232,0.14490,1.44900,8429.78588,265.34593
69.488,0.14543,1.45434,8433.28551,265.45609
69.744,0.14593,1.45932,8433.77005,265.47134
70.000,0.14637,1.46367,8460.56934,266.31491
70.256,0.14685,1.46853,8471.78357,266.66790
70.512,0.14747,1.47470,8491.83350,267.29901
70.768,0.14807,1.48068,8504.08081,267.68453
71.024,0.14869,1.48693,8509.62788,267.85913
71.280,0.14922,1.49215,8514.84217,268.02326
71.536,0.14966,1.49660,8528.16613,268.44266
71.792,0.15026,1.50264,8541.89892,268.87493
72.048,0.15073,1.50731,8552.29175,269.20207
72.304,0.15131,1.51305,8564.02778,269.57149
72.560,0.15187,1.51868,8576.61525,269.96771
72.816,0.15261,1.52607,8582.05205,270.13884
73.072,0.15312,1.53123,8598.98670,270.67190
73.328,0.15387,1.53865,8608.83426,270.98187
73.584,0.15442,1.54416,8626.35657,271.53342
73.840,0.15490,1.54903,8636.94267,271.86664
74.096,0.15552,1.55522,8640.65552,271.98351
74.352,0.15603,1.56031,8649.54217,272.26324
74.608,0.15661,1.56614,8653.18164,272.37780
74.864,0.15720,1.57201,8678.42025,273.17224
75.120,0.15774,1.57738,8684.67270,273.36905
75.376,0.15840,1.58397,8689.83226,273.53146
75.632,0.15899,1.58992,8697.58779,273.77558
75.888,0.15949,1.59487,8710.02005,274.16691
76.144,0.16012,1.60117,8726.12808,274.67395
76.400,0.16065,1.60649,8740.69756,275.13255
76.656,0.16122,1.61224,8732.90311,274.88721
76.912,0.16176,1.61755,8753.26630,275.52818
77.168,0.16240,1.62402,8757.73416,275.66882
77.424,0.16294,1.62941,8772.78218,276.14249
77.680,0.16351,1.63506,8782.35649,276.44386
77.936,0.16410,1.64102,8790.74532,276.70792
78.192,0.16468,1.64679,8805.35968,277.16794
78.448,0.16522,1.65218,8814.62606,277.45962
78.704,0.16585,1.65850,8822.92951,277.72098
78.960,0.16631,1.66311,8819.46123,277.61181
79.216,0.16683,1.66832,8832.96246,278.03679
79.472,0.16745,1.67446,8854.17665,278.70456
79.728,0.16801,1.68014,8863.45395,278.99658
79.984,0.16860,1.68604,8870.63372,279.22258
80.240,0.16915,1.69148,8880.28600,279.52641
80.496,0.16962,1.69623,8885.65047,279.69526
80.752,0.17027,1.70266,8901.22238,280.18542
81.008,0.17097,1.70966,8911.64618,280.51354
81.264,0.17154,1.71542,8923.77889,280.89544
81.520,0.17213,1.72126,8923.58296,280.88927
81.776,0.17263,1.72632,8922.61984,280.85896
82.032,0.17315,1.73154,8934.19534,281.22332
82.288,0.17367,1.73672,8940.72609,281.42889
82.544,0.17421,1.74214,8964.60667,282.18058
82.800,0.17473,1.74734,8977.23066,282.57795
83.056,0.17525,1.75253,8973.06805,282.44692
83.312,0.17578,1.75781,8994.86545,283.13304
83.568,0.17636,1.76362,9009.99761,283.60936
83.824,0.17693,1.76932,9017.17120,283.83517
84.080,0.17756,1.77557,9032.70105,284.32400
84.336,0.17817,1.78170,9039.26675,284.53067
84.592,0.17870,1.78700,9044.59478,284.69838
84.848,0.17924,1.79237,9054.18721,285.00033
85.104,0.17993,1.79929,9067.34694,285.41456
85.360,0.18042,1.80421,9064.67221,285.33036
85.616,0.18093,1.80934,9078.09924,285.75301
85.872,0.18158,1.81577,9090.74494,286.15106
86.128,0.18215,1.82148,9095.53794,286.30193
86.384,0.18273,1.82731,9109.68074,286.74711
86.640,0.18332,1.83325,9118.46613,287.02365
86.896,0.18386,1.83862,9124.52173,287.21426
87.152,0.18438,1.84383,9136.09534,287.57856
87.408,0.18491,1.84910,9144.94430,287.85710
87.664,0.18551,1.85513,9151.72233,288.07046
87.920,0.18614,1.86137,9164.14459,288.46148
88.176,0.18678,1.86781,9167.95869,288.58153
88.432,0.18736,1.87364,9175.36947,288.81480
88.688,0.18793,1.87928,9188.27530,289.22104
88.944,0.18847,1.88467,9195.64486,289.45301
89.200,0.18917,1.89171,9204.48616,289.73131
89.456,0.18972,1.89721,9206.65898,289.79971
89.712,0.19027,1.90273,9219.87530,290.21572
89.968,0.19079,1.90789,9225.62547,290.39672
90.224,0.19144,1.91444,9232.76274,290.62138
90.480,0.19195,1.91955,9241.03202,290.88168
90.736,0.19256,1.92563,9259.90847,291.47585
90.992,0.19317,1.93170,9255.60171,291.34029
91.248,0.19369,1.93692,9266.15489,291.67247
91.504,0.19427,1.94267,9283.32434,292.21292
91.760,0.19478,1.94781,9284.26645,292.24257
92.016,0.19533,1.95332,9288.78498,292.38480
92.272,0.19588,1.95884,9299.73747,292.72956
92.528,0.19650,1.96502,9305.41850,292.90838
92.784,0.19704,1.97039,9309.14130,293.02556
93.040,0.19759,1.97590,9332.66924,293.76616
93.296,0.19811,1.98110,9329.05246,293.65231
93.552,0.19862,1.98624,9340.25905,294.00506
93.808,0.19920,1.99199,9356.83843,294.52693
94.064,0.19983,1.99832,9366.88842,294.84328
94.320,0.20047,2.00475,9371.28672,294.98173
94.576,0.20102,2.01018,9383.96303,295.38074
94.832,0.20153,2.01534,9388.07816,295.51027
95.088,0.20211,2.02109,9408.08750,296.14011
95.344,0.20270,2.02696,9406.00329,296.07451
95.600,0.20328,2.03285,9415.17523,296.36321
95.856,0.20388,2.03878,9419.52874,296.50025
96.112,0.20444,2.04436,9433.77572,296.94870
96.368,0.20507,2.05067,9439.85817,297.14016
96.624,0.20569,2.05686,9457.49241,297.69524
96.880,0.20623,2.06226,9452.66249,297.54321
97.136,0.20695,2.06954,9465.26635,297.93994
97.392,0.20761,2.07605,9465.68785,297.95321
97.648,0.20814,2.08141,9479.45337,298.38651
97.904,0.20871,2.08705,9481.39176,298.44752
98.160,0.20918,2.09179,9489.44067,298.70088
98.416,0.20984,2.09837,9511.81108,299.40504
98.672,0.21042,2.10422,9510.84002,299.37447
98.928,0.21098,2.10981,9519.04536,299.63275
99.184,0.21156,2.11559,9523.83963,299.78366
99.440,0.21217,2.12171,9532.16730,300.04579
99.696,0.21264,2.12644,9533.80276,300.09727
99.952,0.21310,2.13102,9542.99059,300.38648
100.208,0.21371,2.13711,9548.70031,300.56621
100.464,0.21430,2.14303,9562.18138,300.99055
100.720,0.21490,2.14902,9568.56714,301.19156
100.976,0.21554,2.15544,9576.36102,301.43689
101.232,0.21605,2.16047,9595.00141,302.02363
101.488,0.21662,2.16623,9593.52261,301.97709
101.744,0.21719,2.17185,9598.83824,302.14441
102.000,0.21776,2.17760,9604.54737,302.32411
102.256,0.21838,2.18382,9611.90796,302.55581
102.512,0.21892,2.18917,9616.09849,302.68771
102.768,0.21943,2.19432,9617.61125,302.73533
103.024,0.21992,2.19921,9619.70783,302.80132
103.280,0.22040,2.20400,9633.27805,303.22848
103.536,0.22111,2.21111,9645.45619,303.61181
103.792,0.22157,2.21567,9657.50673,303.99113
104.048,0.22206,2.22062,9656.72014,303.96637
104.304,0.22265,2.22648,9672.24944,304.45519
104.560,0.22320,2.23199,9678.45178,304.65042
104.816,0.22384,2.23839,9689.00310,304.98254
105.072,0.22442,2.24416,9703.32502,305.43336
105.328,0.22506,2.25057,9703.85122,305.44992
105.584,0.22578,2.25784,9712.04773,305.70792
105.840,0.22641,2.26408,9715.61892,305.82033
106.096,0.22700,2.27001,9729.62272,306.26113
106.352,0.22756,2.27559,9730.93744,306.30252
106.608,0.22816,2.28164,9739.44132,306.57020
106.864,0.22875,2.28753,9746.60651,306.79574
107.120,0.22938,2.29380,9755.34317,307.07074
107.376,0.23003,2.30031,9760.37040,307.22899
107.632,0.23055,2.30554,9756.22455,307.09849
107.888,0.23112,2.31119,9767.60470,307.45670
108.144,0.23168,2.31684,9781.79902,307.90350
108.400,0.23234,2.32342,9786.23212,308.04304
108.656,0.23291,2.32905,9800.56171,308.49409
108.912,0.23359,2.33593,9807.30531,308.70636
109.168,0.23415,2.34152,9799.05200,308.44657
109.424,0.23468,2.34676,9813.35429,308.89677
109.680,0.23528,2.35281,9814.83923,308.94351
109.936,0.23580,2.35799,9822.32634,309.17918
110.192,0.23637,2.36368,9831.32698,309.46250
110.448,0.23700,2.37002,9845.38047,309.90486
110.704,0.23759,2.37588,9840.12658,309.73949
110.960,0.23805,2.38047,9852.18878,310.11917
111.216,0.23867,2.38673,9852.97148,310.14381
111.472,0.23929,2.39289,9870.39699,310.69231
111.728,0.23990,2.39901,9871.15648,310.71622
111.984,0.24049,2.40487,9882.81115,311.08308
112.240,0.24104,2.41039,9896.44508,311.51223
112.496,0.24165,2.41652,9890.57072,311.32732
112.752,0.24215,2.42150,9897.59541,311.54844
113.008,0.24278,2.42784,9902.94225,311.71675
113.264,0.24336,2.43360,9915.86581,312.12354
113.520,0.24411,2.44112,9922.69241,312.33843
113.776,0.24473,2.44725,9921.39622,312.29762
114.032,0.24526,2.45257,9925.02518,312.41185
114.288,0.24577,2.45770,9944.89768,313.03738
114.544,0.24636,2.46359,9944.83008,313.03526
114.800,0.24697,2.46969,9948.39148,313.14736
115.056,0.24763,2.47630,9965.28580,313.67915
115.312,0.24819,2.48195,9969.24469,313.80376
115.568,0.24877,2.48771,9970.28041,313.83636
115.824,0.24927,2.49271,9968.13193,313.76873
116.080,0.24982,2.49824,9982.17078,314.21064
116.336,0.25039,2.50390,9990.24622,314.46483
116.592,0.25097,2.50971,10000.68690,314.79347
116.848,0.25156,2.51556,10006.76770,314.98488
117.104,0.25205,2.52048,9994.59363,314.60167
117.360,0.25263,2.52627,10010.26576,315.09499
117.616,0.25327,2.53274,10022.86079,315.49144
117.872,0.25381,2.53809,10025.36540,315.57028
118.128,0.25441,2.54406,10044.73042,316.17984
118.384,0.25503,2.55029,10047.65130,316.27178
118.640,0.25571,2.55708,10052.19835,316.41491
118.896,0.25621,2.56210,10053.31025,316.44991
119.152,0.25686,2.56856,10064.93577,316.81585
119.408,0.25752,2.57519,10065.73037,316.84086
119.664,0.25809,2.58090,10079.13873,317.26292
119.920,0.25874,2.58739,10078.83146,317.25324
120.176,0.25930,2.59299,10083.19007,317.39044
120.432,0.25983,2.59829,10090.61015,317.62400
120.688,0.26044,2.60435,10101.77591,317.97547
120.944,0.26099,2.60990,10095.95781,317.79233
121.200,0.26154,2.61536,10101.66872,317.97210
121.456,0.26226,2.62258,10116.15901,318.42821
121.712,0.26288,2.62877,10113.14933,318.33347
121.968,0.26347,2.63468,10126.00236,318.73805
122.224,0.26404,2.64042,10131.05393,318.89706
122.480,0.26468,2.64678,10140.17713,319.18423
122.736,0.26519,2.65188,10135.90802,319.04985
122.992,0.26587,2.65872,10148.64933,319.45091
123.248,0.26653,2.66527,10146.43047,319.38107
123.504,0.26707,2.67072,10146.00815,319.36778
123.760,0.26765,2.67650,10153.81526,319.61352
124.016,0.26824,2.68243,10168.49101,320.07547
124.272,0.26883,2.68833,10179.32134,320.41638
124.528,0.26942,2.69417,10181.13555,320.47349
124.784,0.26997,2.69969,10169.94999,320.12140
125.040,0.27042,2.70416,10175.42253,320.29366
125.296,0.27106,2.71062,10195.82850,320.93598
125.552,0.27164,2.71643,10203.22116,321.16868
125.808,0.27230,2.72301,10208.25256,321.32705
126.064,0.27281,2.72812,10208.79103,321.34400
126.320,0.27330,2.73302,10212.57360,321.46307
126.576,0.27384,2.73843,10213.00302,321.47659
126.832,0.27448,2.74482,10232.92592,322.10370
127.088,0.27499,2.74986,10241.04365,322.35923
127.344,0.27567,2.75665,10242.54947,322.40663
127.600,0.27625,2.76249,10252.40207,322.71676
127.856,0.27686,2.76857,10249.73578,322.63283
128.112,0.27737,2.77375,10245.98600,322.51480
128.368,0.27798,2.77985,10262.88616,323.04677
128.624,0.27841,2.78415,10259.46438,322.93906
128.880,0.27897,2.78975,10265.58976,323.13187
129.136,0.27960,2.79597,10276.02108,323.46022
129.392,0.28006,2.80059,10281.39472,323.62936
129.648,0.28073,2.80733,10278.07398,323.52484
129.904,0.28127,2.81274,10266.47164,323.15963
