""
"Test Method","Tensile test (ROUND specimen).msm"
"Sample I. D.","MaterialX_RT_1mm_min_fi64.mss"
"Specimen Number","5"

"Time (s)","Extension (mm)","Strain (%)","Load (N)","Stress (MPa)"
13.684,0.02153,0.21534,4505.13148,141.80886
13.812,0.02173,0.21734,4533.43228,142.69969
13.940,0.02196,0.21959,4556.60763,143.42918
14.068,0.02216,0.22162,4587.94868,144.41571
14.196,0.02235,0.22347,4611.26673,145.14970
14.324,0.02258,0.22576,4645.43687,146.22528
14.452,0.02279,0.22786,4664.19843,146.81584
14.580,0.02305,0.23052,4689.45586,147.61087
14.708,0.02329,0.23289,4719.68832,148.56250
14.836,0.02353,0.23532,4743.78819,149.32110
14.964,0.02381,0.23808,4761.26270,149.87115
15.092,0.02397,0.23974,4793.23236,150.87746
15.220,0.02421,0.24208,4813.91000,151.52834
15.348,0.02454,0.24544,4842.80401,152.43784
15.476,0.02468,0.24679,4859.26167,152.95588
15.604,0.02492,0.24920,4883.97374,153.73375
15.732,0.02521,0.25211,4899.96901,154.23723
15.860,0.02538,0.25383,4935.61660,155.35932
15.988,0.02568,0.25678,4952.78023,155.89958
16.116,0.02587,0.25873,4968.08175,156.38123
16.244,0.02612,0.26124,4988.81835,157.03396
16.372,0.02652,0.26521,5014.26689,157.83501
16.500,0.02669,0.26693,5026.21178,158.21100
16.628,0.02704,0.27037,5056.12520,159.15259
16.756,0.02722,0.27222,5064.45049,159.41465
16.884,0.02752,0.27516,5092.11727,160.28552
17.012,0.02776,0.27762,5102.85239,160.62343
17.140,0.02808,0.28082,5125.61536,161.33994
17.268,0.02823,0.28230,5136.87770,161.69445
17.396,0.02842,0.28423,5157.18515,162.33367
17.524,0.02878,0.28782,5175.50333,162.91028
17.652,0.02905,0.29052,5194.11118,163.49600
17.780,0.02930,0.29298,5208.18002,163.93885
17.908,0.02959,0.29594,5227.79625,164.55631
18.036,0.02994,0.29936,5243.13669,165.03918
18.164,0.03013,0.30128,5256.09484,165.44707
18.292,0.03040,0.30395,5265.15726,165.73233
18.420,0.03060,0.30602,5279.89423,166.19621
18.548,0.03086,0.30856,5294.02098,166.64088
18.676,0.03116,0.31162,5311.99913,167.20678
18.804,0.03140,0.31396,5323.33995,167.56376
18.932,0.03163,0.31632,5339.55209,168.07407
19.060,0.03186,0.31856,5351.72986,168.45739
19.188,0.03215,0.32150,5354.88223,168.55662
19.316,0.03242,0.32417,5380.56280,169.36497
19.444,0.03263,0.32630,5400.19438,169.98292
19.572,0.03296,0.32960,5402.53573,170.05662
19.700,0.03309,0.33092,5411.20919,170.32963
19.828,0.03332,0.33315,5419.33199,170.58532
19.956,0.03362,0.33621,5439.92572,171.23355
20.084,0.03382,0.33816,5453.52063,171.66148
20.212,0.03415,0.34145,5467.44304,172.09972
20.340,0.03444,0.34436,5483.39922,172.60197
20.468,0.03465,0.34650,5490.37828,172.82165
20.596,0.03490,0.34902,5509.30943,173.41755
20.724,0.03521,0.35208,5508.22901,173.38354
20.852,0.03535,0.35348,5524.85150,173.90677
20.980,0.03558,0.35578,5532.07681,174.13421
21.108,0.03588,0.35885,5540.58961,174.40216
21.236,0.03609,0.36091,5563.46787,175.12231
21.364,0.03635,0.36352,5568.41257,175.27795
21.492,0.03656,0.36563,5583.27125,175.74566
21.620,0.03679,0.36792,5582.56282,175.72336
21.748,0.03701,0.37008,5600.97157,176.30282
21.876,0.03730,0.37295,5612.87953,176.67765
22.004,0.03756,0.37565,5621.87189,176.96070
22.132,0.03787,0.37865,5645.83749,177.71507
22.260,0.03811,0.38108,5641.97808,177.59359
22.388,0.03845,0.38451,5667.13981,178.38561
22.516,0.03872,0.38723,5672.09376,178.54154
22.644,0.03900,0.38996,5681.98426,178.85287
22.772,0.03925,0.39249,5689.43076,179.08726
22.900,0.03956,0.39558,5698.63059,179.37685
23.028,0.03975,0.39747,5714.08533,179.86332
23.156,0.04007,0.40071,5724.08449,180.17807
23.284,0.04027,0.40272,5733.69868,180.48069
23.412,0.04049,0.40494,5745.14666,180.84104
23.540,0.04080,0.40803,5754.41522,181.13279
23.668,0.04100,0.41004,5763.86602,181.43028
23.796,0.04130,0.41304,5772.95388,181.71634
23.924,0.04151,0.41512,5785.28262,182.10441
24.052,0.04181,0.41812,5794.08373,182.38145
24.180,0.04199,0.41994,5806.95075,182.78646
24.308,0.04234,0.42337,5830.46251,183.52655
24.436,0.04259,0.42592,5824.64236,183.34335
24.564,0.04286,0.42856,5840.61702,183.84618
24.692,0.04312,0.43123,5850.10998,184.14499
24.820,0.04336,0.43356,5864.92763,184.61141
24.948,0.04366,0.43661,5871.16178,184.80765
25.076,0.04392,0.43921,5884.25220,185.21970
25.204,0.04424,0.44235,5888.36064,185.34902
25.332,0.04453,0.44533,5903.33539,185.82038
25.460,0.04486,0.44861,5911.50857,186.07765
25.588,0.04514,0.45141,5922.31212,186.41771
25.716,0.04536,0.45355,5927.39580,186.57773
25.844,0.04561,0.45611,5943.31711,187.07889
25.972,0.04595,0.45950,5947.07014,187.19703
26.100,0.04618,0.46179,5969.31654,187.89728
26.228,0.04654,0.46545,5971.37298,187.96201
26.356,0.04678,0.46782,5983.81912,188.35378
26.484,0.04708,0.47083,5993.49415,188.65832
26.612,0.04741,0.47406,6007.47089,189.09827
26.740,0.04768,0.47683,6014.37170,189.31549
26.868,0.04799,0.47992,6021.28519,189.53311
26.996,0.04829,0.48287,6033.35752,189.91311
27.124,0.04856,0.48564,6043.41789,190.22978
27.252,0.04884,0.48839,6047.22063,190.34948
27.380,0.04919,0.49194,6063.14672,190.85079
27.508,0.04938,0.49378,6069.99649,191.06640
27.636,0.04964,0.49639,6086.48971,191.58556
27.764,0.04993,0.49932,6087.72218,191.62436
27.892,0.05029,0.50289,6098.77929,191.97240
28.020,0.05052,0.50524,6104.06925,192.13892
28.148,0.05076,0.50763,6112.31612,192.39851
28.276,0.05109,0.51089,6128.60172,192.91113
28.404,0.05137,0.51367,6140.17023,193.27527
28.532,0.05168,0.51679,6146.09376,193.46173
28.660,0.05194,0.51936,6153.68205,193.70059
28.788,0.05228,0.52279,6162.14046,193.96684
28.916,0.05261,0.52615,6175.35223,194.38271
29.044,0.05285,0.52851,6183.91618,194.65227
29.172,0.05316,0.53161,6192.42391,194.92007
29.300,0.05347,0.53466,6208.96316,195.44068
29.428,0.05373,0.53730,6210.47817,195.48837
29.556,0.05401,0.54011,6228.95153,196.06986
29.684,0.05425,0.54251,6226.50085,195.99272
29.812,0.05458,0.54575,6244.81424,196.56917
29.940,0.05490,0.54904,6249.48185,196.71610
30.068,0.05522,0.55215,6264.21082,197.17972
30.196,0.05550,0.55500,6278.71129,197.63616
30.324,0.05586,0.55865,6286.37560,197.87741
30.452,0.05618,0.56181,6294.54235,198.13447
30.580,0.05642,0.56419,6300.06202,198.30822
30.708,0.05675,0.56747,6309.40101,198.60218
30.836,0.05697,0.56971,6310.72125,198.64374
30.964,0.05725,0.57252,6324.42448,199.07508
31.092,0.05770,0.57702,6345.31994,199.73281
31.220,0.05792,0.57916,6343.57302,199.67782
31.348,0.05822,0.58224,6357.23404,200.10783
31.476,0.05851,0.58506,6356.11054,200.07247
31.604,0.05871,0.58705,6369.85871,200.50522
31.732,0.05905,0.59050,6379.18756,200.79887
31.860,0.05938,0.59382,6393.14183,201.23811
31.988,0.05966,0.59660,6400.51790,201.47029
32.116,0.05991,0.59914,6406.84234,201.66936
32.244,0.06027,0.60270,6419.19890,202.05831
32.372,0.06052,0.60522,6427.30042,202.31332
32.500,0.06079,0.60793,6433.18637,202.49860
32.628,0.06108,0.61075,6442.62821,202.79580
32.756,0.06141,0.61415,6455.74273,203.20861
32.884,0.06163,0.61629,6462.14175,203.41003
33.012,0.06204,0.62038,6471.67065,203.70997
33.140,0.06222,0.62223,6478.49881,203.92491
33.268,0.06252,0.62523,6477.48470,203.89298
33.396,0.06292,0.62923,6497.55325,204.52469
33.524,0.06324,0.63238,6515.17140,205.07926
33.652,0.06365,0.63651,6516.18548,205.11118
33.780,0.06387,0.63872,6527.84501,205.47819
33.908,0.06413,0.64133,6536.17953,205.74053
34.036,0.06449,0.64487,6542.44750,205.93783
34.164,0.06481,0.64810,6550.91104,206.20424
34.292,0.06508,0.65085,6560.94492,206.52008
34.420,0.06534,0.65341,6564.82620,206.64225
34.548,0.06563,0.65631,6572.48727,206.88340
34.676,0.06585,0.65853,6580.73699,207.14308
34.804,0.06620,0.66202,6584.21045,207.25241
34.932,0.06645,0.66445,6588.56672,207.38953
35.060,0.06670,0.66701,6601.65926,207.80165
35.188,0.06705,0.67051,6609.55759,208.05027
35.316,0.06729,0.67294,6625.81928,208.56214
35.444,0.06764,0.67645,6634.98042,208.85051
35.572,0.06783,0.67828,6638.23769,208.95304
35.700,0.06813,0.68130,6648.47837,209.27538
35.828,0.06847,0.68470,6654.11321,209.45275
35.956,0.06868,0.68680,6661.82874,209.69562
36.084,0.06904,0.69043,6675.80407,210.13552
36.212,0.06925,0.69250,6683.56748,210.37989
36.340,0.06947,0.69471,6690.85696,210.60934
36.468,0.06985,0.69854,6698.03683,210.83534
36.596,0.07012,0.70123,6705.91379,211.08329
36.724,0.07047,0.70469,6712.62281,211.29447
36.852,0.07061,0.70613,6728.16642,211.78374
36.980,0.07095,0.70952,6732.09615,211.90744
37.108,0.07124,0.71240,6747.16112,212.38164
37.236,0.07159,0.71593,6752.88638,212.56185
37.364,0.07185,0.71851,6756.58099,212.67815
37.492,0.07217,0.72165,6767.25894,213.01426
37.620,0.07241,0.72408,6778.95994,213.38258
37.748,0.07268,0.72680,6782.56228,213.49597
37.876,0.07304,0.73035,6794.12473,213.85992
38.004,0.07318,0.73178,6794.55075,213.87333
38.132,0.07357,0.73569,6805.41002,214.21515
38.260,0.07383,0.73829,6811.00771,214.39135
38.388,0.07402,0.74025,6825.86768,214.85910
38.516,0.07441,0.74407,6835.98315,215.17751
38.644,0.07460,0.74604,6838.82283,215.26689
38.772,0.07495,0.74949,6850.35556,215.62991
38.900,0.07525,0.75247,6856.32475,215.81780
39.028,0.07550,0.75496,6865.45233,216.10511
39.156,0.07579,0.75791,6865.15270,216.09568
39.284,0.07612,0.76122,6879.03465,216.53265
39.412,0.07637,0.76365,6883.74590,216.68094
39.540,0.07658,0.76575,6887.54096,216.80040
39.668,0.07692,0.76915,6905.93831,217.37950
39.796,0.07728,0.77277,6916.86177,217.72334
39.924,0.07751,0.77508,6922.79207,217.91001
40.052,0.07783,0.77827,6925.73552,218.00266
40.180,0.07802,0.78024,6937.46100,218.37174
40.308,0.07832,0.78322,6948.65513,218.72410
40.436,0.07862,0.78624,6947.37149,218.68370
40.564,0.07884,0.78845,6953.55091,218.87821
40.692,0.07904,0.79043,6953.51086,218.87695
40.820,0.07939,0.79394,6962.93302,219.17353
40.948,0.07956,0.79563,6973.89378,219.51854
41.076,0.07983,0.79835,6988.19004,219.96855
41.204,0.08021,0.80212,6996.91095,220.24306
41.332,0.08043,0.80425,7007.84306,220.58717
41.460,0.08077,0.80768,7013.51569,220.76573
41.588,0.08106,0.81062,7017.41868,220.88859
41.716,0.08127,0.81274,7008.00418,220.59224
41.844,0.08166,0.81656,7024.97384,221.12640
41.972,0.08179,0.81793,7024.99311,221.12701
42.100,0.08215,0.82148,7046.71958,221.81090
42.228,0.08250,0.82497,7058.70202,222.18807
42.356,0.08265,0.82650,7052.50645,221.99305
42.484,0.08295,0.82946,7064.08913,222.35764
42.612,0.08316,0.83160,7064.42813,222.36831
42.740,0.08337,0.83372,7075.10568,222.70441
42.868,0.08371,0.83710,7090.11506,223.17686
42.996,0.08401,0.84008,7100.82274,223.51391
43.124,0.08425,0.84250,7114.42283,223.94200
43.252,0.08461,0.84606,7113.89304,223.92533
43.380,0.08481,0.84807,7119.37725,224.09796
43.508,0.08506,0.85058,7121.79494,224.17406
43.636,0.08531,0.85312,7130.69317,224.45415
43.764,0.08552,0.85524,7140.95616,224.77720
43.892,0.08596,0.85958,7151.46500,225.10799
44.020,0.08616,0.86158,7154.56867,225.20568
44.148,0.08642,0.86421,7165.02252,225.53474
44.276,0.08680,0.86796,7169.14482,225.66450
44.404,0.08703,0.87032,7178.12999,225.94733
44.532,0.08730,0.87302,7193.97231,226.44600
44.660,0.08761,0.87607,7192.49054,226.39936
44.788,0.08778,0.87781,7201.62784,226.68697
44.916,0.08809,0.88088,7207.99305,226.88733
45.044,0.08836,0.88363,7217.51196,227.18696
45.172,0.08864,0.88641,7228.88237,227.54487
45.300,0.08890,0.88895,7234.11305,227.70952
45.428,0.08926,0.89256,7239.45838,227.87777
45.556,0.08945,0.89446,7255.11730,228.37067
45.684,0.08980,0.89796,7255.66475,228.38790
45.812,0.09007,0.90074,7266.25132,228.72114
45.940,0.09038,0.90379,7263.92661,228.64796
46.068,0.09075,0.90747,7269.19997,228.81395
46.196,0.09092,0.90921,7275.58888,229.01506
46.324,0.09126,0.91258,7289.59035,229.45578
46.452,0.09155,0.91549,7295.35975,229.63739
46.580,0.09176,0.91758,7308.09463,230.03825
46.708,0.09210,0.92097,7310.91043,230.12688
46.836,0.09233,0.92333,7312.97424,230.19184
46.964,0.09257,0.92569,7327.01720,230.63388
47.092,0.09290,0.92898,7342.60937,231.12467
47.220,0.09317,0.93172,7340.37416,231.05432
47.348,0.09344,0.93437,7350.11910,231.36106
47.476,0.09382,0.93816,7349.08399,231.32848
47.604,0.09400,0.94004,7362.30901,231.74476
47.732,0.09422,0.94221,7361.72069,231.72624
47.860,0.09467,0.94674,7377.74398,232.23061
47.988,0.09489,0.94887,7388.07637,232.55585
48.116,0.09517,0.95174,7389.36030,232.59626
48.244,0.09554,0.95536,7396.77808,232.82975
48.372,0.09571,0.95715,7407.63634,233.17154
48.500,0.09599,0.95992,7406.64117,233.14021
48.628,0.09630,0.96300,7417.07634,233.46868
48.756,0.09656,0.96559,7426.46853,233.76432
48.884,0.09679,0.96788,7432.07249,233.94072
49.012,0.09720,0.97197,7435.69705,234.05481
49.140,0.09740,0.97398,7447.98103,234.44148
49.268,0.09765,0.97649,7454.97559,234.66165
49.396,0.09803,0.98027,7456.53672,234.71079
49.524,0.09817,0.98167,7470.50833,235.15057
49.652,0.09848,0.98476,7468.70584,235.09384
49.780,0.09884,0.98842,7478.33946,235.39708
49.908,0.09898,0.98980,7482.61866,235.53177
50.036,0.09927,0.99268,7488.08513,235.70384
50.164,0.09965,0.99650,7500.39288,236.09125
50.292,0.09984,0.99841,7503.74491,236.19677
50.420,0.10022,1.00220,7519.51276,236.69309
50.548,0.10068,1.00682,7528.89719,236.98849
50.676,0.10087,1.00871,7533.44559,237.13166
50.804,0.10121,1.01210,7533.52660,237.13421
50.932,0.10137,1.01371,7532.63722,237.10622
51.060,0.10159,1.01587,7550.10487,237.65605
51.188,0.10200,1.02005,7555.39763,237.82265
51.316,0.10220,1.02196,7565.70216,238.14701
51.444,0.10245,1.02448,7573.11351,238.38030
51.572,0.10281,1.02814,7579.66354,238.58647
51.700,0.10292,1.02921,7576.51242,238.48728
51.828,0.10329,1.03288,7577.32892,238.51298
51.956,0.10358,1.03577,7587.44414,238.83138
52.084,0.10373,1.03729,7597.95490,239.16223
52.212,0.10404,1.04039,7611.91994,239.60181
52.340,0.10439,1.04387,7618.46367,239.80779
52.468,0.10457,1.04573,7620.86329,239.88332
52.596,0.10493,1.04933,7629.71558,240.16197
52.724,0.10516,1.05162,7636.89279,240.38789
52.852,0.10528,1.05275,7644.57150,240.62959
52.980,0.10580,1.05796,7651.10138,240.83513
53.108,0.10599,1.05995,7662.40974,241.19109
53.236,0.10623,1.06233,7662.27102,241.18672
53.364,0.10660,1.06598,7674.45418,241.57021
53.492,0.10671,1.06715,7679.45706,241.72769
53.620,0.10706,1.07061,7686.82387,241.95958
53.748,0.10739,1.07391,7697.01183,242.28027
53.876,0.10762,1.07623,7705.50940,242.54775
54.004,0.10792,1.07924,7706.41853,242.57636
54.132,0.10822,1.08220,7711.63916,242.74069
54.260,0.10845,1.08451,7726.15419,243.19759
54.388,0.10880,1.08801,7724.14651,243.13439
54.516,0.10915,1.09149,7732.86494,243.40882
54.644,0.10926,1.09261,7734.05822,243.44638
54.772,0.10970,1.09699,7741.49584,243.68050
54.900,0.10995,1.09950,7749.92430,243.94580
55.028,0.11015,1.10150,7751.48888,243.99505
55.156,0.11051,1.10513,7765.00870,244.42062
55.284,0.11066,1.10663,7767.93942,244.51287
55.412,0.11101,1.11010,7780.58802,244.91101
55.540,0.11135,1.11350,7784.02150,245.01909
55.668,0.11154,1.11542,7795.22789,245.37183
55.796,0.11188,1.11880,7797.95188,245.45757
55.924,0.11212,1.12117,7802.62592,245.60470
56.052,0.11237,1.12367,7806.05920,245.71277
56.180,0.11259,1.12586,7811.33358,245.87879
56.308,0.11285,1.12853,7827.23217,246.37924
56.436,0.11320,1.13203,7829.38251,246.44692
56.564,0.11358,1.13575,7834.81011,246.61777
56.692,0.11376,1.13760,7841.54888,246.82989
56.820,0.11401,1.14008,7846.72688,246.99287
56.948,0.11439,1.14389,7851.63670,247.14742
57.076,0.11465,1.14648,7872.99667,247.81977
57.204,0.11502,1.15022,7873.22242,247.82688
57.332,0.11529,1.15286,7877.09374,247.94874
57.460,0.11544,1.15439,7879.25664,248.01682
57.588,0.11587,1.15870,7885.98538,248.22862
57.716,0.11609,1.16095,7890.04811,248.35650
57.844,0.11620,1.16204,7904.77359,248.82002
57.972,0.11663,1.16625,7905.11309,248.83071
58.100,0.11697,1.16971,7916.85015,249.20016
58.228,0.11711,1.17110,7921.22242,249.33778
58.356,0.11755,1.17546,7926.66710,249.50917
58.484,0.11771,1.17712,7930.46611,249.62875
58.612,0.11801,1.18012,7943.39569,250.03574
58.740,0.11856,1.18562,7944.85925,250.08180
58.868,0.11873,1.18727,7955.29304,250.41023
58.996,0.11907,1.19074,7954.78763,250.39432
59.124,0.11942,1.19420,7958.84703,250.52210
59.252,0.11958,1.19581,7973.06310,250.96958
59.380,0.11991,1.19910,7977.77821,251.11800
59.508,0.12018,1.20176,7987.81332,251.43388
59.636,0.12041,1.20411,7992.75579,251.58945
59.764,0.12073,1.20730,7988.32193,251.44989
59.892,0.12098,1.20985,7991.64066,251.55435
60.020,0.12119,1.21185,8003.22339,251.91894
60.148,0.12150,1.21502,8016.02773,252.32199
60.276,0.12182,1.21816,8023.67079,252.56257
60.404,0.12198,1.21980,8015.13341,252.29384
60.532,0.12238,1.22385,8034.37206,252.89942
60.660,0.12267,1.22666,8041.54615,253.12524
60.788,0.12289,1.22893,8041.80465,253.13337
60.916,0.12324,1.23245,8052.57030,253.47225
61.044,0.12349,1.23489,8049.68195,253.38133
61.172,0.12370,1.23702,8052.16610,253.45952
61.300,0.12399,1.23993,8060.15128,253.71087
61.428,0.12425,1.24254,8063.67636,253.82183
61.556,0.12450,1.24503,8082.10589,254.40194
61.684,0.12474,1.24740,8085.65647,254.51371
61.812,0.12513,1.25126,8103.34954,255.07063
61.940,0.12526,1.25259,8101.48569,255.01196
62.068,0.12568,1.25683,8116.10743,255.47222
62.196,0.12583,1.25831,8109.62189,255.26807
62.324,0.12607,1.26069,8111.45564,255.32579
62.452,0.12640,1.26403,8110.33253,255.29044
62.580,0.12647,1.26468,8115.84873,255.46407
62.708,0.12678,1.26784,8128.78441,255.87125
62.836,0.12716,1.27159,8151.72246,256.59328
62.964,0.12741,1.27412,8149.93718,256.53708
63.092,0.12766,1.27663,8154.77339,256.68931
63.220,0.12801,1.28015,8154.62806,256.68474
63.348,0.12818,1.28179,8173.13720,257.26735
63.476,0.12846,1.28463,8175.36493,257.33747
63.604,0.12874,1.28744,8183.56002,257.59543
63.732,0.12902,1.29021,8186.40143,257.68487
63.860,0.12942,1.29415,8194.48414,257.93929
63.988,0.12958,1.29577,8200.81904,258.13870
64.116,0.12985,1.29852,8207.42244,258.34655
64.244,0.13020,1.30201,8209.89202,258.42429
64.372,0.13040,1.30396,8223.49296,258.85241
64.500,0.13079,1.30790,8225.93762,258.92936
64.628,0.13104,1.31037,8235.60787,259.23375
64.756,0.13132,1.31323,8230.88154,259.08498
64.884,0.13167,1.31667,8236.55424,259.26354
65.012,0.13176,1.31761,8242.53897,259.45192
65.140,0.13211,1.32109,8246.09130,259.56374
65.268,0.13246,1.32462,8259.49126,259.98553
65.396,0.13271,1.32709,8264.92070,260.15644
65.524,0.13292,1.32916,8265.13259,260.16311
65.652,0.13326,1.33263,8271.27202,260.35636
65.780,0.13354,1.33540,8280.25635,260.63916
65.908,0.13377,1.33766,8280.83662,260.65743
66.036,0.13407,1.34072,8283.58743,260.74401
66.164,0.13431,1.34309,8289.18490,260.92021
66.292,0.13455,1.34547,8290.12404,260.94977
66.420,0.13485,1.34849,8298.12030,261.20147
66.548,0.13508,1.35082,8306.49769,261.46517
66.676,0.13529,1.35289,8311.63855,261.62698
66.804,0.13565,1.35653,8323.51071,262.00069
66.932,0.13593,1.35927,8321.17377,261.92713
67.060,0.13611,1.36106,8337.42781,262.43876
67.188,0.13654,1.36542,8338.86979,262.48415
67.316,0.13685,1.36847,8344.91673,262.67449
67.444,0.13696,1.36957,8338.41415,262.46981
67.572,0.13741,1.37412,8351.79645,262.89104
67.700,0.13761,1.37612,8356.71088,263.04573
67.828,0.13788,1.37880,8367.81628,263.39530
67.956,0.13824,1.38240,8373.36064,263.56982
68.084,0.13844,1.38440,8376.07410,263.65523
68.212,0.13874,1.38737,8381.52389,263.82678
68.340,0.13904,1.39035,8395.29176,264.26015
68.468,0.13920,1.39200,8395.45696,264.26535
68.596,0.13963,1.39628,8411.57729,264.77277
68.724,0.13991,1.39911,8414.39907,264.86160
68.852,0.14013,1.40133,8420.79616,265.06296
68.980,0.14039,1.40393,8417.37054,264.95513
69.108,0.14078,1.40783,8424.31516,265.17373
69.236,0.14098,1.40985,8427.27519,265.26690
69.364,0.14132,1.41320,8434.58382,265.49696
69.492,0.14151,1.41514,8441.39923,265.71149
69.620,0.14183,1.41832,8446.61599,265.87569
69.748,0.14215,1.42150,8458.09248,266.23694
69.876,0.14251,1.42509,8462.47494,266.37489
70.004,0.14270,1.42705,8463.79260,266.41637
70.132,0.14297,1.42969,8470.14960,266.61647
70.260,0.14327,1.43268,8471.74573,266.66671
70.388,0.14357,1.43568,8485.89981,267.11224
70.516,0.14386,1.43861,8486.34017,267.12610
70.644,0.14420,1.44198,8486.03470,267.11648
70.772,0.14439,1.44389,8494.80931,267.39268
