0,000000	0,000000	1,797359
1,000000	0,012821	1,916642
2,000000	0,025641	1,797262
3,000000	0,038462	1,919125
4,000000	0,051282	1,735755
5,000000	0,064103	1,757122
6,000000	0,076923	1,689955
7,000000	0,089744	1,762230
8,000000	0,102564	1,816816
9,000000	0,115385	1,824532
10,000000	0,128205	1,794829
11,000000	0,141026	1,746970
12,000000	0,153846	1,693357
13,000000	0,166667	1,819852
14,000000	0,179487	1,484188
15,000000	0,192308	1,625040
16,000000	0,205128	1,754292
17,000000	0,217949	1,729839
18,000000	0,230769	1,863657
19,000000	0,243590	1,651446
20,000000	0,256410	1,748681
21,000000	0,269231	1,725017
22,000000	0,282051	2,064285
23,000000	0,294872	1,730269
24,000000	0,307692	1,678049
25,000000	0,320513	1,732709
26,000000	0,333333	1,862632
27,000000	0,346154	1,845347
28,000000	0,358974	1,810913
29,000000	0,371795	1,755329
30,000000	0,384615	1,782121
31,000000	0,397436	1,781886
32,000000	0,410256	1,669549
33,000000	0,423077	1,849307
34,000000	0,435897	1,757058
35,000000	0,448718	1,838520
36,000000	0,461538	1,958607
37,000000	0,474359	1,782629
38,000000	0,487179	1,754946
39,000000	0,500000	1,789998
40,000000	0,512821	1,633737
41,000000	0,525641	1,825151
42,000000	0,538462	1,937892
43,000000	0,551282	1,705554
44,000000	0,564103	1,826521
45,000000	0,576923	1,884226
46,000000	0,589744	1,765649
47,000000	0,602564	1,687236
48,000000	0,615385	1,706358
49,000000	0,628205	1,773369
50,000000	0,641026	1,848272
51,000000	0,653846	1,597361
52,000000	0,666667	1,728389
53,000000	0,679487	1,650678
54,000000	0,692308	1,733088
55,000000	0,705128	1,801309
56,000000	0,717949	1,797270
57,000000	0,730769	1,644261
58,000000	0,743590	1,914885
59,000000	0,756410	1,700242
60,000000	0,769231	1,723978
61,000000	0,782051	1,823017
62,000000	0,794872	1,565474
63,000000	0,807692	1,755459
64,000000	0,820513	1,904639
65,000000	0,833333	1,732207
66,000000	0,846154	1,790612
67,000000	0,858974	1,908218
68,000000	0,871795	1,637319
69,000000	0,884615	1,711900
70,000000	0,897436	1,969786
71,000000	0,910256	1,757251
72,000000	0,923077	1,669522
73,000000	0,935897	1,744731
74,000000	0,948718	1,713958
75,000000	0,961538	1,864424
76,000000	0,974359	1,810149
77,000000	0,987179	2,033920
78,000000	1,000000	1,691015
79,000000	1,012821	1,833145
80,000000	1,025641	1,762290
81,000000	1,038462	1,870493
82,000000	1,051282	1,866757
83,000000	1,064103	1,664471
84,000000	1,076923	1,768577
85,000000	1,089744	1,576100
86,000000	1,102564	1,781089
87,000000	1,115385	1,774834
88,000000	1,128205	1,854568
89,000000	1,141026	1,880438
90,000000	1,153846	1,837933
91,000000	1,166667	1,807540
92,000000	1,179487	1,639142
93,000000	1,192308	1,823124
94,000000	1,205128	1,720459
95,000000	1,217949	1,653594
96,000000	1,230769	1,670829
97,000000	1,243590	1,917194
98,000000	1,256410	1,853394
99,000000	1,269231	1,768737
100,000000	1,282051	2,027214
101,000000	1,294872	1,665272
102,000000	1,307692	1,882449
103,000000	1,320513	1,728127
104,000000	1,333333	1,755785
105,000000	1,346154	1,926787
106,000000	1,358974	1,687960
107,000000	1,371795	1,866596
108,000000	1,384615	1,862141
109,000000	1,397436	1,590178
110,000000	1,410256	1,710894
111,000000	1,423077	1,794383
112,000000	1,435897	1,600807
113,000000	1,448718	1,906681
114,000000	1,461538	1,820761
115,000000	1,474359	1,682596
116,000000	1,487179	1,844065
117,000000	1,500000	1,705687
118,000000	1,512821	1,975881
119,000000	1,525641	1,703003
120,000000	1,538462	1,765842
121,000000	1,551282	1,639221
122,000000	1,564103	1,892823
123,000000	1,576923	1,673107
124,000000	1,589744	1,705438
125,000000	1,602564	1,869857
126,000000	1,615385	1,838226
127,000000	1,628205	1,674819
128,000000	1,641026	1,614246
129,000000	1,653846	1,792103
130,000000	1,666667	1,572321
131,000000	1,679487	1,569340
132,000000	1,692308	1,841406
133,000000	1,705128	1,689162
134,000000	1,717949	1,787292
135,000000	1,730769	1,793527
136,000000	1,743590	1,755025
137,000000	1,756410	1,848241
138,000000	1,769231	1,831890
139,000000	1,782051	1,722008
140,000000	1,794872	1,696369
141,000000	1,807692	1,761713
142,000000	1,820513	1,701157
143,000000	1,833333	1,761987
144,000000	1,846154	1,794136
145,000000	1,858974	1,814047
146,000000	1,871795	1,652815
147,000000	1,884615	1,845674
148,000000	1,897436	1,795016
149,000000	1,910256	1,572688
150,000000	1,923077	1,544566
151,000000	1,935897	1,800999
152,000000	1,948718	1,650065
153,000000	1,961538	1,889471
154,000000	1,974359	1,670951
155,000000	1,987179	1,809434
156,000000	2,000000	1,776662
157,000000	2,012821	1,690808
158,000000	2,025641	1,755067
