0,0	0,0	1,656993063	1,748491
1,0	0,012821	1,684183247	1,604179
2,0	0,025641	1,759103809	1,796313
3,0	0,038462	1,72687379	1,802222
4,0	0,051282	1,8352556660000001	1,806969
5,0	0,064103	1,921461271	1,716903
6,0	0,076923	1,702662642	1,73889
7,0	0,089744	1,74790052	1,63512
8,0	0,102564	1,764330083	1,794678
9,0	0,115385	1,876162576	1,690745
10,0	0,128205	1,851224615	1,680959
11,0	0,141026	1,641249436	1,72261
12,0	0,153846	1,7946697900000002	1,530076
13,0	0,166667	1,655182511	1,735583
14,0	0,179487	1,83704229	2,020074
15,0	0,192308	1,829121125	1,670439
16,0	0,205128	1,8974594930000002	1,784368
17,0	0,217949	1,8450551789999998	1,756621
18,0	0,230769	1,747160746	1,693665
19,0	0,24359	1,774892301	1,938941
20,0	0,25641	1,632362178	1,706544
21,0	0,269231	1,783703787	1,823268
22,0	0,282051	1,705909871	1,688736
23,0	0,294872	1,6033175739999999	1,799947
24,0	0,307692	1,828985533	1,801749
25,0	0,320513	1,681506302	1,905859
26,0	0,333333	1,707555918	1,820856
27,0	0,346154	1,724254671	1,670289
28,0	0,358974	1,684615945	1,64706
29,0	0,371795	1,695960808	1,704527
30,0	0,384615	1,83180804	1,725845
31,0	0,397436	1,752314239	1,812918
32,0	0,410256	1,677069652	1,634325
33,0	0,423077	1,817996599	1,684702
34,0	0,435897	1,612530851	1,665374
35,0	0,448718	1,775187413	1,750974
36,0	0,461538	1,566319901	1,749471
37,0	0,474359	1,672548257	1,81854
38,0	0,487179	1,644881507	1,570613
39,0	0,5	1,8499015959999998	1,787454
40,0	0,512821	1,714049379	1,711808
41,0	0,525641	1,705961715	1,822637
42,0	0,538462	1,678143421	1,812251
43,0	0,551282	1,725219767	1,765847
44,0	0,564103	1,8092329690000002	1,659384
45,0	0,576923	1,651330103	1,716098
46,0	0,589744	1,611536842	1,858814
47,0	0,602564	1,779748688	1,694668
48,0	0,615385	1,733327371	1,62451
49,0	0,628205	1,712303632	1,808133
50,0	0,641026	1,792398624	1,757886
51,0	0,653846	1,7716081830000001	1,704822
