2000,000000	25,641026	1,677888	1,642708
2001,000000	25,653846	1,934809	1,705820
2002,000000	25,666667	1,690569	1,727449
2003,000000	25,679487	1,649394	1,794927
2004,000000	25,692308	1,821870	1,731926
2005,000000	25,705128	1,695748	1,803985
2006,000000	25,717949	1,690137	1,721170
2007,000000	25,730769	1,554326	1,676097
2008,000000	25,743590	1,620894	1,713327
2009,000000	25,756410	1,826240	1,685948
2010,000000	25,769231	1,879320	1,778762
2011,000000	25,782051	1,812100	1,720849
2012,000000	25,794872	1,494505	1,806181
2013,000000	25,807692	1,636505	1,602878
2014,000000	25,820513	1,996219	1,696839
2015,000000	25,833333	1,775091	1,811933
2016,000000	25,846154	1,744582	1,780881
2017,000000	25,858974	1,756048	1,937217
2018,000000	25,871795	2,004824	1,704015
2019,000000	25,884615	1,906827	1,634678
2020,000000	25,897436	1,922441	1,648385
2021,000000	25,910256	1,695311	1,667795
2022,000000	25,923077	1,807627	1,723289
2023,000000	25,935897	1,652621	1,725619
2024,000000	25,948718	1,785280	1,773503
2025,000000	25,961538	1,687108	1,941722
2026,000000	25,974359	1,945298	1,645088
2027,000000	25,987179	1,759486	1,657957
2028,000000	26,000000	1,759430	1,673533
2029,000000	26,012821	1,707197	1,737410
2030,000000	26,025641	1,781942	1,719683
2031,000000	26,038462	1,731929	1,788863
2032,000000	26,051282	1,860430	1,782760
2033,000000	26,064103	1,581859	1,692692
2034,000000	26,076923	1,683112	1,815629
2035,000000	26,089744	1,783097	1,898743
2036,000000	26,102564	1,595779	1,679421
2037,000000	26,115385	1,724246	1,879369
2038,000000	26,128205	1,804459	1,703547
2039,000000	26,141026	1,585156	1,642877
2040,000000	26,153846	1,801822	1,723990
2041,000000	26,166667	1,775839	1,854609
2042,000000	26,179487	1,644260	1,825228
2043,000000	26,192308	1,817730	1,699300
2044,000000	26,205128	1,767857	1,804155
2045,000000	26,217949	1,931914	1,764387
2046,000000	26,230769	1,783325	1,652855
2047,000000	26,243590	1,634384	1,686546
2048,000000	26,256410	1,740893	1,818897
2049,000000	26,269231	1,648001	1,783669
2050,000000	26,282051	1,793662	1,769186
2051,000000	26,294872	1,613172	1,806358
2052,000000	26,307692	1,766291	1,878068
2053,000000	26,320513	1,682977	1,640323
2054,000000	26,333333	1,687892	1,703977
2055,000000	26,346154	1,836390	1,595864
2056,000000	26,358974	1,705934	1,701359
2057,000000	26,371795	1,727987	1,778436
2058,000000	26,384615	1,650660	1,788650
2059,000000	26,397436	1,816741	1,589680
2060,000000	26,410256	1,911321	1,799923
2061,000000	26,423077	1,787791	1,755495
2062,000000	26,435897	1,729032	1,784039
2063,000000	26,448718	1,709740	1,767137
2064,000000	26,461538	1,622236	1,824815
2065,000000	26,474359	1,886102	1,692506
2066,000000	26,487179	1,919406	1,786284
2067,000000	26,500000	1,867448	1,747997
2068,000000	26,512821	1,692676	1,730183
2069,000000	26,525641	1,963895	1,688631
2070,000000	26,538462	1,606265	1,741969
2071,000000	26,551282	1,647114	1,643801
2072,000000	26,564103	1,726510	1,800697
2073,000000	26,576923	1,848314	1,818208
2074,000000	26,589744	1,674256	1,825958
2075,000000	26,602564	1,769256	1,879958
2076,000000	26,615385	1,799123	1,793146
2077,000000	26,628205	1,666630	1,764714
2078,000000	26,641026	1,763287	1,750787
2079,000000	26,653846	1,808659	1,819679
2080,000000	26,666667	1,633896	1,714263
2081,000000	26,679487	1,593861	1,685561
2082,000000	26,692308	1,771497	1,814467
2083,000000	26,705128	1,787651	1,942650
2084,000000	26,717949	1,647134	1,635946
2085,000000	26,730769	1,772976	1,726488
2086,000000	26,743590	1,789984	1,847864
2087,000000	26,756410	1,678184	1,651552
2088,000000	26,769231	1,642380	1,597490
2089,000000	26,782051	1,798517	1,894631
2090,000000	26,794872	1,593677	1,872340
2091,000000	26,807692	1,815100	1,766667
2092,000000	26,820513	1,856057	1,697436
2093,000000	26,833333	1,658980	1,775570
2094,000000	26,846154	1,760124	1,642292
